No,day,month,latitude,longitude,bus_id,seconds,No
50,04,03,12.997900009155273,80.25646209716797,45214920680,6,50
111,04,03,12.997900009155273,80.25646209716797,45214920680,16,111
188,04,03,12.997900009155273,80.25646209716797,45214920680,26,188
253,04,03,12.997900009155273,80.25646209716797,45214920680,36,253
325,04,03,12.997900009155273,80.25646209716797,45214920680,46,325
404,04,03,12.997900009155273,80.25646209716797,45214920680,57,404
475,04,03,12.997900009155273,80.25646209716797,45214920680,67,475
544,04,03,12.997900009155273,80.25646209716797,45214920680,77,544
613,04,03,12.997900009155273,80.25646209716797,45214920680,87,613
686,04,03,12.997900009155273,80.25646209716797,45214920680,97,686
759,04,03,12.997900009155273,80.25646209716797,45214920680,107,759
829,04,03,12.997900009155273,80.25646209716797,45214920680,117,829
895,04,03,12.997900009155273,80.25646209716797,45214920680,127,895
974,04,03,12.997900009155273,80.25646209716797,45214920680,137,974
1043,04,03,12.997900009155273,80.25646209716797,45214920680,147,1043
1118,04,03,12.997900009155273,80.25646209716797,45214920680,158,1118
1192,04,03,12.997900009155273,80.25646209716797,45214920680,168,1192
1261,04,03,12.997900009155273,80.25646209716797,45214920680,178,1261
1331,04,03,12.997900009155273,80.25646209716797,45214920680,188,1331
1404,04,03,12.997900009155273,80.25646209716797,45214920680,198,1404
1474,04,03,12.997900009155273,80.25646209716797,45214920680,208,1474
1549,04,03,12.997900009155273,80.25646209716797,45214920680,218,1549
1615,04,03,12.997900009155273,80.25646209716797,45214920680,228,1615
1688,04,03,12.997900009155273,80.25646209716797,45214920680,238,1688
1758,04,03,12.997900009155273,80.25646209716797,45214920680,248,1758
1825,04,03,12.997900009155273,80.25646209716797,45214920680,258,1825
1906,04,03,12.997900009155273,80.25646209716797,45214920680,269,1906
1979,04,03,12.997900009155273,80.25646209716797,45214920680,279,1979
2050,04,03,12.997900009155273,80.25646209716797,45214920680,289,2050
2118,04,03,12.997900009155273,80.25646209716797,45214920680,299,2118
2174,04,03,12.997900009155273,80.25646209716797,45214920680,339,2174
2244,04,03,12.997900009155273,80.25646209716797,45214920680,349,2244
2312,04,03,12.997900009155273,80.25646209716797,45214920680,359,2312
2390,04,03,12.997900009155273,80.25646209716797,45214920680,370,2390
2457,04,03,12.997900009155273,80.25646209716797,45214920680,380,2457
2529,04,03,12.997900009155273,80.25646209716797,45214920680,390,2529
2600,04,03,12.997900009155273,80.25646209716797,45214920680,400,2600
2671,04,03,12.997900009155273,80.25646209716797,45214920680,410,2671
2741,04,03,12.997900009155273,80.25646209716797,45214920680,420,2741
2804,04,03,12.997900009155273,80.25646209716797,45214920680,430,2804
2875,04,03,12.997900009155273,80.25646209716797,45214920680,440,2875
2947,04,03,12.997900009155273,80.25646209716797,45214920680,450,2947
3018,04,03,12.997900009155273,80.25646209716797,45214920680,460,3018
3083,04,03,12.997900009155273,80.25646209716797,45214920680,470,3083
3161,04,03,12.997900009155273,80.25646209716797,45214920680,481,3161
3231,04,03,12.997900009155273,80.25646209716797,45214920680,491,3231
3300,04,03,12.997900009155273,80.25646209716797,45214920680,501,3300
