latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.0085000992,80.2135009766,23015,23045,30
12.9872999191,80.2594909668,24312,24342,30
12.9769601822,80.2227783203,26022,26042,20
12.9763498306,80.2216873169,26496,26518,22
12.9872503281,80.259552002,27330,27350,20
12.9802598953,80.2527313232,27825,27855,30
12.9813499451,80.2427978516,28037,28067,30
12.9812898636,80.238067627,28138,28160,22
12.9816703796,80.233291626,28231,28251,20
12.9805803299,80.2288970947,28342,28362,20
12.9771604538,80.2227172852,28493,28514,21
12.9864397049,80.2229919434,28746,28775,29
12.9902296066,80.2204666138,28847,28877,30
12.9975595474,80.2160873413,29000,29018,18
13.0078601837,80.2130813599,29202,29232,30
13.0347204208,80.2302780151,29929,29959,30
13.029709816,80.2308807373,31373,31393,20
13.0246095657,80.229057312,31646,31676,30
13.024479866,80.2288665771,31687,31716,29
13.0162000656,80.2255630493,31858,31877,19
13.0113401413,80.2235336304,32009,32030,21
13.0087604523,80.2138290405,32161,32181,20
12.9834804535,80.2223815918,33041,33065,24
12.9763202667,80.2220306396,33333,33357,24
12.9806995392,80.2289810181,33468,33498,30
12.9814100266,80.2427597046,33831,33852,21
12.9801502228,80.2521896362,33953,33973,20
12.9841899872,80.2522888184,34362,34392,30
12.9872903824,80.2591400146,35081,35111,30
12.9872398376,80.2595214844,35121,35151,30
12.9876403809,80.2561569214,35536,35556,20
12.9810495377,80.2450180054,36122,36142,20
12.9811096191,80.2448120117,36152,36182,30
12.9813299179,80.2433013916,36344,36364,20
12.9813098907,80.238067627,36487,36507,20
12.9771795273,80.2226791382,36881,36901,20
13.0197896957,80.2245635986,37972,37993,21
13.0228395462,80.2269668579,38104,38124,20
13.0335798264,80.2304611206,38681,38702,21
13.0346498489,80.2297897339,38843,38863,20
13.0250997543,80.2297515869,39622,39642,20
12.9843196869,80.2228317261,40716,40739,23
12.9813404083,80.2393188477,41305,41326,21
12.9872598648,80.2595596313,42316,42336,20
12.9873695374,80.258682251,42508,42528,20
12.9873800278,80.2584762573,42528,42550,22
12.9812803268,80.238319397,43226,43246,20
13.0076999664,80.2129669189,44298,44318,20
13.0229902267,80.2273788452,45757,45777,20
13.0113401413,80.2232131958,46080,46100,20
13.0079202652,80.2131881714,46254,46273,19
12.9959897995,80.2166671753,46567,46587,20
12.9908504486,80.2201004028,46719,46749,30
12.9827804565,80.2219619751,46971,46990,19
12.9762496948,80.2212905884,47091,47114,23
12.976360321,80.2218170166,47134,47154,20
12.9817895889,80.2331619263,47679,47699,20
12.9813499451,80.2340774536,47740,47760,20
12.981300354,80.2387237549,47851,47871,20
12.9813604355,80.2428665161,47932,47952,20
12.985830307,80.2518005371,48145,48175,30
12.9872398376,80.259147644,48448,48478,30
12.9815196991,80.2334976196,49399,49419,20
12.9816198349,80.2332687378,49430,49460,30
13.0292797089,80.2308197021,51061,51081,20
13.0338401794,80.230506897,51152,51172,20
13.0343999863,80.2304000854,51192,51212,20
13.0143299103,80.2252883911,51877,51897,20
13.0230798721,80.2274475098,52785,52815,30
13.0199899673,80.2247924805,52878,52898,20
12.9907503128,80.2201385498,53710,53730,20
12.9813604355,80.2427825928,54459,54480,21
12.980099678,80.2521972656,54591,54611,20
12.9871501923,80.259147644,55371,55393,22
13.0036401749,80.2120285034,57041,57061,20
13.007809639,80.2130279541,57122,57152,30
13.0230102539,80.2274093628,58539,58559,20
13.008190155,80.2133178711,59075,59094,19
12.9959697723,80.2166900635,59398,59419,21
12.9949302673,80.2171630859,59479,59499,20
12.9823102951,80.2218170166,60390,60412,22
12.9807596207,80.2210464478,60450,60470,20
