No,day,month,latitude,longitude,bus_id,seconds,No
27,02,03,13.099220275878906,80.24149322509766,45214920580,2,27
97,02,03,13.099220275878906,80.24149322509766,45214920580,12,97
164,02,03,13.099220275878906,80.24149322509766,45214920580,22,164
243,02,03,13.099220275878906,80.24149322509766,45214920580,33,243
317,02,03,13.099220275878906,80.24149322509766,45214920580,43,317
389,02,03,13.099220275878906,80.24149322509766,45214920580,53,389
458,02,03,13.099220275878906,80.24149322509766,45214920580,63,458
526,02,03,13.099220275878906,80.24149322509766,45214920580,73,526
599,02,03,13.099220275878906,80.24149322509766,45214920580,83,599
673,02,03,13.099220275878906,80.24149322509766,45214920580,93,673
741,02,03,13.099220275878906,80.24149322509766,45214920580,103,741
807,02,03,13.099220275878906,80.24149322509766,45214920580,113,807
883,02,03,13.099220275878906,80.24149322509766,45214920580,123,883
947,02,03,13.099220275878906,80.24149322509766,45214920580,133,947
1026,02,03,13.099220275878906,80.24149322509766,45214920580,144,1026
1098,02,03,13.099220275878906,80.24149322509766,45214920580,154,1098
1171,02,03,13.099220275878906,80.24149322509766,45214920580,164,1171
1244,02,03,13.099220275878906,80.24149322509766,45214920580,174,1244
1312,02,03,13.099220275878906,80.24149322509766,45214920580,184,1312
1387,02,03,13.099220275878906,80.24149322509766,45214920580,194,1387
1457,02,03,13.099220275878906,80.24149322509766,45214920580,204,1457
1529,02,03,13.099220275878906,80.24149322509766,45214920580,214,1529
1601,02,03,13.099220275878906,80.24149322509766,45214920580,224,1601
1670,02,03,13.099220275878906,80.24149322509766,45214920580,234,1670
1742,02,03,13.099220275878906,80.24149322509766,45214920580,245,1742
1814,02,03,13.099220275878906,80.24149322509766,45214920580,255,1814
1884,02,03,13.099220275878906,80.24149322509766,45214920580,265,1884
1957,02,03,13.099220275878906,80.24149322509766,45214920580,275,1957
2033,02,03,13.099220275878906,80.24149322509766,45214920580,285,2033
2097,02,03,13.099220275878906,80.24149322509766,45214920580,295,2097
2149,02,03,13.099220275878906,80.24149322509766,45214920580,315,2149
2222,02,03,13.099220275878906,80.24149322509766,45214920580,325,2222
2288,02,03,13.099220275878906,80.24149322509766,45214920580,335,2288
2360,02,03,13.099220275878906,80.24149322509766,45214920580,345,2360
2436,02,03,13.099220275878906,80.24149322509766,45214920580,356,2436
2505,02,03,13.099220275878906,80.24149322509766,45214920580,366,2505
2578,02,03,13.099220275878906,80.24149322509766,45214920580,376,2578
2647,02,03,13.099220275878906,80.24149322509766,45214920580,386,2647
2716,02,03,13.099220275878906,80.24149322509766,45214920580,396,2716
2789,02,03,13.099220275878906,80.24149322509766,45214920580,406,2789
2855,02,03,13.099220275878906,80.24149322509766,45214920580,416,2855
2927,02,03,13.099220275878906,80.24149322509766,45214920580,426,2927
2998,02,03,13.099220275878906,80.24149322509766,45214920580,436,2998
