latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.0143995285,80.2259979248,14,24,
13.0145397186,80.2257537842,86389,86399,
12.9982795715,80.2566680908,18,28,
12.9982700348,80.2568130493,86384,86394,
12.9867296219,80.2591400146,47943,47943,
12.9868803024,80.2590484619,86380,86390,
12.9984397888,80.2570877075,20,30,
12.9984397888,80.2570495605,86381,86391,
12.9972896576,80.1916885376,11,21,
12.9966602325,80.1912384033,86382,86392,
12.9195995331,80.110458374,31287,31297,
13.0348100662,80.2302780151,86383,86393,
13.0760498047,80.2755508423,20400,20410,
13.0756902695,80.2761917114,82053,82063,
13.0148000717,80.2255401611,17,28,
12.9761600494,80.2216415405,86386,86397,
12.9969997406,80.1909103394,18,28,
12.9966602325,80.1908569336,86380,86390,
12.9970998764,80.1914672852,15,25,
12.9971399307,80.191947937,86383,86393,
12.9182796478,80.2508392334,19,29,
12.9972496033,80.2567596436,86382,86394,
12.9972896576,80.1918563843,19,29,
12.9965600967,80.1908111572,86387,86396,
13.04708004,80.2122268677,43457,43457,
13.0311603546,80.2170028687,61336,61336,
12.9484100342,80.1432495117,25817,25827,
12.9482898712,80.1433181763,86381,86391,
13.1195497513,80.2586975098,20,31,
13.1197500229,80.2586517334,25174,25175,
13.0756998062,80.275352478,11,21,
13.0760498047,80.275390625,86383,86393,
12.9875402451,80.2561798096,13,23,
12.9983701706,80.2568130493,81959,81969,
13.0142402649,80.2258377075,5013,5024,
13.0143499374,80.2257919312,85715,85735,
12.9979600906,80.2566604614,11,21,
12.9983901978,80.2572631836,86380,86390,
13.0758199692,80.275642395,11806,11806,
13.0761203766,80.2755279541,85512,85512,
12.9867296219,80.2590484619,11,21,
12.9866504669,80.2589492798,86388,86398,
13.0342903137,80.2057571411,18,28,
13.0345602036,80.2053909302,86380,86390,
12.8986902237,80.1803970337,14,24,
12.8986902237,80.1806182861,86380,86390,
12.9943799973,80.2067184448,12,22,
12.9943199158,80.2068405151,86386,86396,
13.0996599197,80.230140686,18,28,
