No,day,month,latitude,longitude,bus_id,seconds,No
41,1,3,13.10235977,80.27391815,45223920314,6,41
114,1,3,13.10235977,80.27391815,45223920314,16,114
188,1,3,13.10235977,80.27391815,45223920314,26,188
255,1,3,13.10235977,80.27391815,45223920314,36,255
329,1,3,13.10235977,80.27391815,45223920314,46,329
404,1,3,13.10235977,80.27391815,45223920314,56,404
473,1,3,13.10235977,80.27391815,45223920314,66,473
548,1,3,13.10235977,80.27391815,45223920314,76,548
613,1,3,13.10235977,80.27391815,45223920314,86,613
694,1,3,13.10235977,80.27391815,45223920314,96,694
765,1,3,13.10235977,80.27391815,45223920314,106,765
838,1,3,13.10235977,80.27391815,45223920314,117,838
912,1,3,13.10235977,80.27391815,45223920314,127,912
985,1,3,13.10235977,80.27391815,45223920314,137,985
1057,1,3,13.10235977,80.27391815,45223920314,147,1057
1130,1,3,13.10235977,80.27391815,45223920314,157,1130
1205,1,3,13.10235977,80.27391815,45223920314,167,1205
1275,1,3,13.10235977,80.27391815,45223920314,177,1275
1352,1,3,13.10235977,80.27391815,45223920314,187,1352
1423,1,3,13.10235977,80.27391815,45223920314,197,1423
1519,1,3,13.10235977,80.27391815,45223920314,207,1519
1595,1,3,13.10235977,80.27391815,45223920314,218,1595
1667,1,3,13.10235977,80.27391815,45223920314,228,1667
1740,1,3,13.10235977,80.27391815,45223920314,238,1740
1811,1,3,13.10235977,80.27391815,45223920314,248,1811
1886,1,3,13.10235977,80.27391815,45223920314,258,1886
1963,1,3,13.10235977,80.27391815,45223920314,268,1963
2030,1,3,13.10235977,80.27391815,45223920314,278,2030
2101,1,3,13.10235977,80.27391815,45223920314,288,2101
2216,1,3,13.10235977,80.27391815,45223920314,318,2216
2288,1,3,13.10235977,80.27391815,45223920314,329,2288
2359,1,3,13.10235977,80.27391815,45223920314,339,2359
2434,1,3,13.10235977,80.27391815,45223920314,349,2434
2508,1,3,13.10235977,80.27391815,45223920314,359,2508
2579,1,3,13.10235977,80.27391815,45223920314,369,2579
2650,1,3,13.10235977,80.27391815,45223920314,379,2650
2725,1,3,13.10235977,80.27391815,45223920314,389,2725
2796,1,3,13.10235977,80.27391815,45223920314,399,2796
2870,1,3,13.10235977,80.27391815,45223920314,409,2870
2943,1,3,13.10235977,80.27391815,45223920314,419,2943
3011,1,3,13.10235977,80.27391815,45223920314,429,3011
3089,1,3,13.10235977,80.27391815,45223920314,440,3089
3160,1,3,13.10235977,80.27391815,45223920314,450,3160
3231,1,3,13.10235977,80.27391815,45223920314,460,3231
3308,1,3,13.10235977,80.27391815,45223920314,470,3308
3380,1,3,13.10235977,80.27391815,45223920314,480,3380
3451,1,3,13.10235977,80.27391815,45223920314,490,3451
3527,1,3,13.10235977,80.27391815,45223920314,500,3527
3600,1,3,13.10235977,80.27391815,45223920314,510,3600
3699,1,3,13.10235977,80.27391815,45223920314,520,3699
3770,1,3,13.10235977,80.27391815,45223920314,530,3770
3838,1,3,13.10235977,80.27391815,45223920314,540,3838
3925,1,3,13.10235977,80.27391815,45223920314,551,3925
3994,1,3,13.10235977,80.27391815,45223920314,561,3994
4065,1,3,13.10235977,80.27391815,45223920314,571,4065
4139,1,3,13.10235977,80.27391815,45223920314,581,4139
4212,1,3,13.10235977,80.27391815,45223920314,591,4212
4283,1,3,13.10235977,80.27391815,45223920314,601,4283
4355,1,3,13.10235977,80.27391815,45223920314,611,4355
4428,1,3,13.10235977,80.27391815,45223920314,621,4428
4496,1,3,13.10235977,80.27391815,45223920314,631,4496
4569,1,3,13.10235977,80.27391815,45223920314,641,4569
4648,1,3,13.10235977,80.27391815,45223920314,651,4648
4725,1,3,13.10235977,80.27391815,45223920314,662,4725
4795,1,3,13.10235977,80.27391815,45223920314,672,4795
4867,1,3,13.10235977,80.27391815,45223920314,682,4867
4937,1,3,13.10235977,80.27391815,45223920314,692,4937
5012,1,3,13.10235977,80.27391815,45223920314,702,5012
5080,1,3,13.10235977,80.27391815,45223920314,712,5080
5153,1,3,13.10235977,80.27391815,45223920314,722,5153
5226,1,3,13.10235977,80.27391815,45223920314,732,5226
5297,1,3,13.10235977,80.27391815,45223920314,742,5297
5372,1,3,13.10235977,80.27391815,45223920314,752,5372
5442,1,3,13.10235977,80.27391815,45223920314,762,5442
5520,1,3,13.10235977,80.27391815,45223920314,773,5520
5597,1,3,13.10235977,80.27391815,45223920314,783,5597
5670,1,3,13.10235977,80.27391815,45223920314,793,5670
5739,1,3,13.10235977,80.27391815,45223920314,803,5739
5811,1,3,13.10235977,80.27391815,45223920314,813,5811
5891,1,3,13.10235977,80.27391815,45223920314,823,5891
5988,1,3,13.10235977,80.27391815,45223920314,833,5988
6061,1,3,13.10235977,80.27391815,45223920314,843,6061
6132,1,3,13.10235977,80.27391815,45223920314,853,6132
6207,1,3,13.10235977,80.27391815,45223920314,863,6207
6282,1,3,13.10235977,80.27391815,45223920314,874,6282
6353,1,3,13.10235977,80.27391815,45223920314,884,6353
6426,1,3,13.10235977,80.27391815,45223920314,894,6426
6497,1,3,13.10235977,80.27391815,45223920314,904,6497
6566,1,3,13.10235977,80.27391815,45223920314,914,6566
6644,1,3,13.10235977,80.27391815,45223920314,924,6644
6714,1,3,13.10235977,80.27391815,45223920314,934,6714
6782,1,3,13.10235977,80.27391815,45223920314,944,6782
6859,1,3,13.10235977,80.27391815,45223920314,954,6859
6933,1,3,13.10235977,80.27391815,45223920314,964,6933
7004,1,3,13.10235977,80.27391815,45223920314,974,7004
7081,1,3,13.10235977,80.27391815,45223920314,985,7081
7151,1,3,13.10235977,80.27391815,45223920314,995,7151
7222,1,3,13.10235977,80.27391815,45223920314,1005,7222
7297,1,3,13.10235977,80.27391815,45223920314,1015,7297
7370,1,3,13.10235977,80.27391815,45223920314,1025,7370
7440,1,3,13.10235977,80.27391815,45223920314,1035,7440
7515,1,3,13.10235977,80.27391815,45223920314,1045,7515
7587,1,3,13.10235977,80.27391815,45223920314,1055,7587
7659,1,3,13.10235977,80.27391815,45223920314,1065,7659
7732,1,3,13.10235977,80.27391815,45223920314,1075,7732
7803,1,3,13.10235977,80.27391815,45223920314,1085,7803
7880,1,3,13.10235977,80.27391815,45223920314,1096,7880
7957,1,3,13.10235977,80.27391815,45223920314,1106,7957
8028,1,3,13.10235977,80.27391815,45223920314,1116,8028
8101,1,3,13.10235977,80.27391815,45223920314,1126,8101
8174,1,3,13.10235977,80.27391815,45223920314,1136,8174
8272,1,3,13.10235977,80.27391815,45223920314,1146,8272
8339,1,3,13.10235977,80.27391815,45223920314,1156,8339
8413,1,3,13.10235977,80.27391815,45223920314,1166,8413
8485,1,3,13.10235977,80.27391815,45223920314,1176,8485
8554,1,3,13.10235977,80.27391815,45223920314,1186,8554
8628,1,3,13.10235977,80.27391815,45223920314,1196,8628
8700,1,3,13.10235977,80.27391815,45223920314,1207,8700
8772,1,3,13.10235977,80.27391815,45223920314,1217,8772
8843,1,3,13.10235977,80.27391815,45223920314,1227,8843
8914,1,3,13.10235977,80.27391815,45223920314,1237,8914
8984,1,3,13.10235977,80.27391815,45223920314,1247,8984
9055,1,3,13.10235977,80.27391815,45223920314,1257,9055
9129,1,3,13.10235977,80.27391815,45223920314,1267,9129
9203,1,3,13.10235977,80.27391815,45223920314,1277,9203
9274,1,3,13.10235977,80.27391815,45223920314,1287,9274
9346,1,3,13.10235977,80.27391815,45223920314,1297,9346
9414,1,3,13.10235977,80.27391815,45223920314,1307,9414
9484,1,3,13.10235977,80.27391815,45223920314,1318,9484
9556,1,3,13.10235977,80.27391815,45223920314,1328,9556
9627,1,3,13.10235977,80.27391815,45223920314,1338,9627
9703,1,3,13.10235977,80.27391815,45223920314,1348,9703
9775,1,3,13.10235977,80.27391815,45223920314,1358,9775
9851,1,3,13.10235977,80.27391815,45223920314,1368,9851
9923,1,3,13.10235977,80.27391815,45223920314,1378,9923
9988,1,3,13.10235977,80.27391815,45223920314,1388,9988
10059,1,3,13.10235977,80.27391815,45223920314,1398,10059
10127,1,3,13.10235977,80.27391815,45223920314,1408,10127
10197,1,3,13.10235977,80.27391815,45223920314,1418,10197
10283,1,3,13.10235977,80.27391815,45223920314,1429,10283
10356,1,3,13.10235977,80.27391815,45223920314,1439,10356
10454,1,3,13.10235977,80.27391815,45223920314,1449,10454
10527,1,3,13.10235977,80.27391815,45223920314,1459,10527
10596,1,3,13.10235977,80.27391815,45223920314,1469,10596
10662,1,3,13.10235977,80.27391815,45223920314,1479,10662
10734,1,3,13.10235977,80.27391815,45223920314,1489,10734
10809,1,3,13.10235977,80.27391815,45223920314,1499,10809
10873,1,3,13.10235977,80.27391815,45223920314,1509,10873
10952,1,3,13.10235977,80.27391815,45223920314,1519,10952
11023,1,3,13.10235977,80.27391815,45223920314,1529,11023
11094,1,3,13.10235977,80.27391815,45223920314,1540,11094
11165,1,3,13.10235977,80.27391815,45223920314,1550,11165
11239,1,3,13.10235977,80.27391815,45223920314,1560,11239
11311,1,3,13.10235977,80.27391815,45223920314,1570,11311
11385,1,3,13.10235977,80.27391815,45223920314,1580,11385
11448,1,3,13.10235977,80.27391815,45223920314,1590,11448
11526,1,3,13.10235977,80.27391815,45223920314,1600,11526
11588,1,3,13.10235977,80.27391815,45223920314,1610,11588
11665,1,3,13.10235977,80.27391815,45223920314,1620,11665
11753,1,3,13.10235977,80.27391815,45223920314,1630,11753
11833,1,3,13.10235977,80.27391815,45223920314,1641,11833
11899,1,3,13.10235977,80.27391815,45223920314,1651,11899
11985,1,3,13.10235977,80.27391815,45223920314,1661,11985
12053,1,3,13.10235977,80.27391815,45223920314,1671,12053
12134,1,3,13.10235977,80.27391815,45223920314,1681,12134
12229,1,3,13.10235977,80.27391815,45223920314,1691,12229
12294,1,3,13.10235977,80.27391815,45223920314,1701,12294
12370,1,3,13.10235977,80.27391815,45223920314,1711,12370
12458,1,3,13.10235977,80.27391815,45223920314,1721,12458
12528,1,3,13.10235977,80.27391815,45223920314,1731,12528
12600,1,3,13.10235977,80.27391815,45223920314,1741,12600
12689,1,3,13.10235977,80.27391815,45223920314,1752,12689
12787,1,3,13.10235977,80.27391815,45223920314,1762,12787
12859,1,3,13.10235977,80.27391815,45223920314,1772,12859
