No,day,month,latitude,longitude,bus_id,seconds,No
46,1,3,12.99789047,80.25682831,40205120157,6,46
118,1,3,12.99789047,80.25682831,40205120157,16,118
186,1,3,12.99789047,80.25682831,40205120157,26,186
278,1,3,12.99789047,80.25682831,40205120157,38,278
342,1,3,12.99789047,80.25682831,40205120157,48,342
416,1,3,12.99789047,80.25682831,40205120157,58,416
491,1,3,12.99789047,80.25682831,40205120157,68,491
564,1,3,12.99789047,80.25682831,40205120157,78,564
638,1,3,12.99789047,80.25682831,40205120157,88,638
707,1,3,12.99789047,80.25682831,40205120157,98,707
778,1,3,12.99789047,80.25682831,40205120157,108,778
847,1,3,12.99789047,80.25682831,40205120157,118,847
927,1,3,12.99789047,80.25682831,40205120157,129,927
1003,1,3,12.99789047,80.25682831,40205120157,139,1003
1070,1,3,12.99789047,80.25682831,40205120157,149,1070
1148,1,3,12.99789047,80.25682831,40205120157,159,1148
1219,1,3,12.99789047,80.25682831,40205120157,169,1219
1296,1,3,12.99789047,80.25682831,40205120157,179,1296
1362,1,3,12.99789047,80.25682831,40205120157,189,1362
1442,1,3,12.99789047,80.25682831,40205120157,199,1442
1539,1,3,12.99789047,80.25682831,40205120157,209,1539
1607,1,3,12.99789047,80.25682831,40205120157,219,1607
1676,1,3,12.99789047,80.25682831,40205120157,229,1676
1758,1,3,12.99789047,80.25682831,40205120157,240,1758
1833,1,3,12.99789047,80.25682831,40205120157,250,1833
1898,1,3,12.99789047,80.25682831,40205120157,260,1898
1975,1,3,12.99789047,80.25682831,40205120157,270,1975
2050,1,3,12.99789047,80.25682831,40205120157,280,2050
2121,1,3,12.99789047,80.25682831,40205120157,290,2121
2157,1,3,12.99789047,80.25682831,40205120157,310,2157
2230,1,3,12.99789047,80.25682831,40205120157,320,2230
2300,1,3,12.99789047,80.25682831,40205120157,330,2300
2377,1,3,12.99789047,80.25682831,40205120157,341,2377
2451,1,3,12.99789047,80.25682831,40205120157,351,2451
2521,1,3,12.99789047,80.25682831,40205120157,361,2521
2593,1,3,12.99789047,80.25682831,40205120157,371,2593
2664,1,3,12.99789047,80.25682831,40205120157,381,2664
2739,1,3,12.99789047,80.25682831,40205120157,391,2739
2810,1,3,12.99789047,80.25682831,40205120157,401,2810
2883,1,3,12.99789047,80.25682831,40205120157,411,2883
2953,1,3,12.99789047,80.25682831,40205120157,421,2953
3031,1,3,12.99789047,80.25682831,40205120157,431,3031
3103,1,3,12.99789047,80.25682831,40205120157,441,3103
3183,1,3,12.99789047,80.25682831,40205120157,452,3183
3254,1,3,12.99789047,80.25682831,40205120157,462,3254
3325,1,3,12.99789047,80.25682831,40205120157,472,3325
3395,1,3,12.99789047,80.25682831,40205120157,482,3395
3470,1,3,12.99789047,80.25682831,40205120157,492,3470
3546,1,3,12.99789047,80.25682831,40205120157,502,3546
3615,1,3,12.99789047,80.25682831,40205120157,512,3615
3714,1,3,12.99789047,80.25682831,40205120157,522,3714
3791,1,3,12.99789047,80.25682831,40205120157,532,3791
3864,1,3,12.99789047,80.25682831,40205120157,542,3864
3937,1,3,12.99789047,80.25682831,40205120157,553,3937
4008,1,3,12.99789047,80.25682831,40205120157,563,4008
4079,1,3,12.99789047,80.25682831,40205120157,573,4079
4151,1,3,12.99789047,80.25682831,40205120157,583,4151
4234,1,3,12.99789047,80.25682831,40205120157,593,4234
4302,1,3,12.99789047,80.25682831,40205120157,603,4302
4369,1,3,12.99789047,80.25682831,40205120157,613,4369
4445,1,3,12.99789047,80.25682831,40205120157,623,4445
4519,1,3,12.99789047,80.25682831,40205120157,633,4519
4593,1,3,12.99789047,80.25682831,40205120157,643,4593
4649,1,3,12.99789047,80.25682831,40205120157,652,4649
4737,1,3,12.99789047,80.25682831,40205120157,664,4737
4820,1,3,12.99789047,80.25682831,40205120157,674,4820
4882,1,3,12.99789047,80.25682831,40205120157,684,4882
4954,1,3,12.99789047,80.25682831,40205120157,694,4954
5024,1,3,12.99789047,80.25682831,40205120157,704,5024
5097,1,3,12.99789047,80.25682831,40205120157,714,5097
5167,1,3,12.99789047,80.25682831,40205120157,724,5167
5245,1,3,12.99789047,80.25682831,40205120157,734,5245
5313,1,3,12.99789047,80.25682831,40205120157,744,5313
5381,1,3,12.99789047,80.25682831,40205120157,754,5381
5464,1,3,12.99789047,80.25682831,40205120157,765,5464
5540,1,3,12.99789047,80.25682831,40205120157,775,5540
5620,1,3,12.99789047,80.25682831,40205120157,785,5620
5684,1,3,12.99789047,80.25682831,40205120157,795,5684
5759,1,3,12.99789047,80.25682831,40205120157,805,5759
5831,1,3,12.99789047,80.25682831,40205120157,815,5831
5907,1,3,12.99789047,80.25682831,40205120157,825,5907
6003,1,3,12.99789047,80.25682831,40205120157,835,6003
6076,1,3,12.99789047,80.25682831,40205120157,845,6076
6151,1,3,12.99789047,80.25682831,40205120157,855,6151
6218,1,3,12.99789047,80.25682831,40205120157,865,6218
6299,1,3,12.99789047,80.25682831,40205120157,876,6299
6372,1,3,12.99789047,80.25682831,40205120157,886,6372
6450,1,3,12.99789047,80.25682831,40205120157,896,6450
6513,1,3,12.99789047,80.25682831,40205120157,906,6513
6583,1,3,12.99789047,80.25682831,40205120157,916,6583
6664,1,3,12.99789047,80.25682831,40205120157,926,6664
6728,1,3,12.99789047,80.25682831,40205120157,936,6728
6802,1,3,12.99789047,80.25682831,40205120157,946,6802
6874,1,3,12.99789047,80.25682831,40205120157,956,6874
6950,1,3,12.99789047,80.25682831,40205120157,966,6950
7024,1,3,12.99789047,80.25682831,40205120157,977,7024
7095,1,3,12.99789047,80.25682831,40205120157,987,7095
