latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.0081796646,80.2133178711,22449,22500,51
12.9876003265,80.251411438,23581,23622,41
12.9870796204,80.2595977783,23753,23796,43
12.9872303009,80.259147644,24674,24706,32
12.9799404144,80.2527084351,24918,24968,50
12.9769096375,80.2212677002,25494,25574,80
12.987739563,80.2555389404,26626,26698,72
12.9872503281,80.2595596313,26777,26809,32
12.9867601395,80.2590789795,26879,26910,31
12.987569809,80.2561798096,27001,27092,91
13.0349397659,80.2300796509,29046,29087,41
13.0274400711,80.2328186035,30982,31023,41
12.9763298035,80.2219161987,32431,32472,41
12.9814300537,80.2423934937,32958,33008,50
12.9817304611,80.252571106,33230,33321,91
12.9878396988,80.2546615601,33899,34030,131
12.9873104095,80.2592926025,34162,34212,50
12.9866399765,80.2594223022,34495,34535,40
12.987039566,80.2591018677,34555,34596,41
12.987859726,80.2538986206,34686,34769,83
12.9801301956,80.2527313232,34950,35041,91
12.9811296463,80.2443389893,35152,35213,61
12.9813299179,80.2435302734,35274,35314,40
12.9813203812,80.2434310913,35314,35354,40
12.9816799164,80.2332229614,35556,35597,41
13.0240001678,80.2279663086,37225,37275,50
13.0342102051,80.229850769,37771,37923,152
13.0342102051,80.230178833,37923,37963,40
13.0277395248,80.2317199707,38165,38266,101
13.0084695816,80.213508606,39065,39126,61
12.9764003754,80.2212600708,39864,39935,71
12.987739563,80.2553024292,41148,41269,121
12.9869298935,80.259147644,41511,41593,82
12.9872598648,80.2591629028,41603,41694,91
12.9876003265,80.2563171387,41755,41896,141
12.9813404083,80.2428436279,42290,42330,40
13.028960228,80.2308883667,44009,44040,31
13.0291500092,80.2309036255,44040,44071,31
13.0334100723,80.2305374146,44162,44212,50
13.034740448,80.2303237915,44242,44283,41
13.0344696045,80.2298202515,44322,44455,133
13.0342197418,80.2300796509,44455,44486,31
13.0309400558,80.2306900024,44587,44627,40
13.0302000046,80.2307891846,44647,44698,51
13.0269603729,80.2329711914,44819,44870,51
12.9840698242,80.252281189,46764,46814,50
12.9856100082,80.2518463135,46874,46957,83
12.9875898361,80.2512969971,47018,47149,131
12.9877004623,80.2553024292,47200,47351,151
12.9871902466,80.2594909668,47432,47492,60
12.9866399765,80.2590866089,47543,47624,81
12.9870796204,80.2590866089,47624,47694,70
12.9873800278,80.2589569092,47704,47835,131
12.9819602966,80.2317199707,48566,48603,37
13.0078296661,80.2130203247,49485,49516,31
13.0342998505,80.230430603,50174,50214,40
13.0349197388,80.2302093506,50234,50275,41
13.0267601013,80.2330474854,50557,50627,70
13.0145998001,80.2260894775,50872,50912,40
13.0140695572,80.2255706787,50963,51054,91
13.0141096115,80.2252120972,51054,51114,60
13.014289856,80.2256469727,51155,51306,151
13.0142202377,80.2261505127,51326,51357,31
13.0230998993,80.2274627686,51751,51802,51
13.0143899918,80.2262573242,52246,52277,31
12.9864797592,80.251663208,53977,54047,70
12.9878101349,80.2547531128,54128,54199,71
12.9873304367,80.2589492798,54269,54300,31
12.9872198105,80.2593231201,54311,54350,39
12.9870195389,80.2590789795,54836,54887,51
12.9801902771,80.2527313232,55190,55252,62
13.0291996002,80.2308502197,57156,57217,61
13.0305404663,80.230758667,57247,57308,61
13.0342597961,80.2298126221,57499,57692,193
13.0342197418,80.230140686,57692,57845,153
13.0268697739,80.2329406738,58027,58067,40
13.0095396042,80.227897644,58602,58693,91
13.0084104538,80.213470459,58929,58969,40
12.9801797867,80.2525634766,60222,60313,91
12.983300209,80.2525024414,60446,60607,161
12.9852600098,80.2519989014,60678,60738,60
12.9873399734,80.2514266968,60789,60900,111
12.987739563,80.2553024292,60981,61132,151
12.9872598648,80.2594528198,61203,61243,40
12.9868803024,80.2593917847,61273,61356,83
12.9869298935,80.2591705322,61568,61659,91
12.9875497818,80.2566986084,62214,62264,50
12.9813299179,80.2431182861,62750,62781,31
12.9767103195,80.2212982178,63256,63358,102
12.9813098907,80.238319397,64035,64076,41
12.9802503586,80.2526397705,64370,64411,41
12.9826698303,80.2525787354,64471,64522,51
12.9831399918,80.2525405884,64542,64673,131
12.9878501892,80.2545928955,64815,64896,81
12.9868001938,80.259437561,65067,65177,110
12.9868097305,80.2590789795,65177,65351,174
12.9801101685,80.2527770996,66069,66110,41
12.9810495377,80.2451705933,66241,66362,121
12.981300354,80.243560791,66919,66998,79
12.981300354,80.2429580688,67018,67078,60
12.9811401367,80.234916687,67434,67474,40
12.9812698364,80.2341308594,67535,67585,50
12.9814996719,80.2336196899,67604,67727,123
12.9824895859,80.2219009399,68294,68325,31
12.9962100983,80.2165985107,68790,68832,42
13.0258197784,80.2305984497,69660,69710,50
13.0269498825,80.2312164307,69763,69803,40
13.0285797119,80.2309494019,69903,69995,92
13.0347099304,80.2303390503,70137,70197,60
13.0341501236,80.2301712036,70946,71047,101
13.0309896469,80.230758667,71117,71148,31
13.0296602249,80.2308883667,71178,71217,39
13.0267496109,80.233001709,71309,71350,41
13.0246601105,80.2291793823,71461,71493,32
13.0084600449,80.2135620117,72121,72172,51
12.9973897934,80.2162628174,72487,72528,41
12.9872102737,80.2231521606,72851,72931,80
12.9761199951,80.2216186523,73195,73226,31
12.9839200974,80.2523880005,73904,73955,51
12.9873695374,80.258972168,74460,74510,50
12.9869203568,80.2591781616,74611,74672,61
12.9811897278,80.2349319458,75654,75694,40
13.0344600677,80.2303390503,77611,77692,81
13.0343503952,80.2297363281,77743,77844,101
12.9807195663,80.2525787354,80056,80227,171
12.981180191,80.2525177002,80238,80269,31
12.9832296371,80.2524185181,80360,80451,91
12.9845199585,80.2521209717,80501,80582,81
12.9851303101,80.2519836426,80602,80723,121
12.9861297607,80.251663208,80744,80824,80
12.9871301651,80.2514877319,80845,80956,111
12.9799499512,80.2527236938,81421,81482,61
13.0141801834,80.2256622314,82813,82914,101
12.9978103638,80.2570877075,19180,19221,41
12.9973802567,80.2570037842,19231,19321,90
12.9977397919,80.2565612793,19382,19463,81
12.978509903,80.2525482178,19876,19967,91
13.0097799301,80.2112731934,25263,25303,40
12.9071798325,80.2284393311,28823,28873,50
12.8746595383,80.2098388672,29700,29801,101
12.8886699677,80.2272415161,30678,30709,31
12.8941898346,80.2274703979,30789,30820,31
12.9000797272,80.2277603149,30890,30921,31
12.9035196304,80.2279891968,31011,31082,71
12.9049196243,80.2280807495,31112,31203,91
12.905960083,80.2280807495,31273,31334,61
12.9338102341,80.2328109741,31747,31778,31
12.947520256,80.2400512695,32050,32100,50
12.9561700821,80.2432403564,32302,32351,49
12.9588098526,80.2443695068,32393,32433,40
12.9616203308,80.2456970215,32605,32655,50
12.9811897278,80.2438278198,33169,33210,41
12.9940595627,80.2177124023,34127,34178,51
13.0069599152,80.2097091675,34571,34621,50
13.0100698471,80.211479187,35085,35146,61
13.0096502304,80.2111663818,36053,36175,122
13.0094499588,80.2110671997,36225,36265,40
13.0092201233,80.2113265991,36265,36305,40
12.9799900055,80.2524185181,38030,38070,40
12.9565696716,80.2437133789,38583,38655,72
12.9497003555,80.2410888672,38766,38806,40
12.9064302444,80.2282180786,41890,41971,81
12.948849678,80.2405929565,42626,42676,50
12.9560699463,80.2431793213,42807,42848,41
12.9828796387,80.2219085693,44048,44088,40
13.0096797943,80.2112579346,45219,45299,80
13.0093002319,80.2109222412,45571,45602,31
12.9847698212,80.2231292725,46560,46620,60
12.9799404144,80.2525787354,47387,47467,80
12.9565200806,80.2437362671,47840,47901,61
12.9395599365,80.2357025146,48224,48274,50
12.9070196152,80.2283706665,48939,48990,51
12.899140358,80.227897644,49091,49131,40
12.9562301636,80.2432479858,52687,52748,61
13.0097198486,80.2112197876,54966,55027,61
13.0094203949,80.2110595703,55027,55128,101
12.9566402435,80.2437362671,57064,57175,111
12.906829834,80.2283401489,57921,57991,70
12.8993597031,80.227897644,58112,58153,41
12.8744297028,80.2101211548,58778,58818,40
12.8794002533,80.2110824585,59162,59212,50
12.8787603378,80.2150878906,59241,59272,31
12.876449585,80.2267074585,59302,59377,75
12.9005804062,80.2278366089,59700,59760,60
12.904999733,80.2281570435,59851,59891,40
12.90625,80.2282562256,59932,60012,80
12.948800087,80.2406082153,60708,60748,40
12.9769296646,80.2512664795,61273,61384,111
12.9770402908,80.2229766846,62110,62150,40
12.9824800491,80.2218399048,62301,62332,31
13.0093297958,80.2109985352,64187,64379,192
12.9973497391,80.2164916992,65135,65195,60
12.9907302856,80.2201766968,65347,65387,40
12.9764099121,80.221862793,65811,65848,37
12.9799499512,80.2524490356,66678,66748,70
12.96393013,80.2468795776,67071,67112,41
12.9565401077,80.2437210083,67273,67333,60
12.9027395248,80.2280273438,68332,68423,91
12.8763799667,80.226348877,68997,69028,31
12.8789196014,80.2108764648,69229,69260,31
12.8744297028,80.2100524902,69340,69371,31
12.874710083,80.2097625732,69411,69500,89
12.8764200211,80.2267379761,70224,70294,70
12.8918399811,80.2272186279,70496,70556,60
12.9002399445,80.2277526855,70738,70909,171
12.9046897888,80.2280502319,71081,71162,81
12.9632997513,80.2465591431,72362,72412,50
12.9808397293,80.2462615967,72765,72836,71
12.9809398651,80.2458877563,72836,72926,90
12.9809503555,80.2454833984,72926,73007,81
12.981010437,80.2450866699,73017,73088,71
12.981089592,80.2444381714,73128,73300,172
12.9811496735,80.2440490723,73310,73390,80
12.981180191,80.2352294922,73703,73743,40
12.9811601639,80.2349014282,73753,73784,31
12.9937000275,80.217956543,74701,74732,31
13.0077400208,80.2098617554,75105,75155,50
13.0092000961,80.2107086182,75791,75861,70
13.0093297958,80.2112197876,76244,76285,41
13.0039396286,80.2570419312,77041,77081,40
13.0023803711,80.2567367554,77162,77223,61
12.9983797073,80.2569198608,288,399,111
12.9983501434,80.2565689087,6364,6424,60
12.9982004166,80.2564697266,29203,29385,182
12.9976396561,80.2567596436,32272,32443,171
12.9976797104,80.2563476563,32462,32655,193
12.997179985,80.2559890747,32716,32776,60
13.0003900528,80.2659378052,33604,33705,101
12.9976701736,80.2564163208,34129,34310,181
12.9977703094,80.2559967041,34320,34361,41
