latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.0144901276,80.2256393433,12,21,
13.0143699646,80.2258224487,86384,86394,
12.9982595444,80.2567596436,20,30,
12.9975500107,80.2568511963,86389,86399,
12.9982700348,80.2567672729,16,26,
12.998290062,80.2570266724,86382,86392,
12.9865102768,80.2591171265,19,29,
12.9866104126,80.2595672607,86380,86390,
12.9982204437,80.2567977905,20,30,
12.9979000092,80.2572174072,86384,86394,
12.9963998795,80.1917037964,14,24,
12.9974098206,80.1915588379,84420,84430,
13.028840065,80.2319564819,68993,69004,
13.0037097931,80.2130584717,71351,71361,
13.0747804642,80.2755813599,30310,30310,
13.075799942,80.2750320435,84031,84031,
13.0142002106,80.2253799438,12,22,
13.0101995468,80.2152633667,86389,86399,
12.9973402023,80.1917419434,14,24,
12.9966897964,80.1912689209,86382,86392,
12.9969596863,80.1912002563,11,21,
12.9964199066,80.1917495728,86388,86398,
13.0588703156,80.262260437,12,23,
13.0590496063,80.2622375488,46298,46298,
12.9964895248,80.1913528442,11,21,
12.9963703156,80.1919326782,86387,86397,
12.9978399277,80.2570266724,16284,16284,
13.00096035,80.2565383911,81317,81317,
13.076089859,80.2751998901,12,22,
13.0760002136,80.2746200562,66187,66197,
13.113820076,80.2607421875,12,22,
13.1195802689,80.258972168,86385,86395,
13.0756902695,80.275352478,12,22,
13.0761995316,80.2759094238,86383,86393,
12.9983301163,80.2571563721,23514,23524,
12.9976997375,80.2561416626,83732,83742,
13.0146598816,80.2257080078,24,205,
13.014289856,80.2257385254,86380,86390,
12.9973297119,80.2571182251,17,27,
12.9981403351,80.2569885254,86389,86399,
13.0292596817,80.2766723633,70076,70076,
13.0434398651,80.2796783447,70362,70362,
12.9866695404,80.2590408325,17,27,
12.9864797592,80.2591018677,86386,86396,
13.0506000519,80.206161499,152,162,
13.0509595871,80.206237793,86256,86256,
13.0341396332,80.2058792114,12,23,
13.0513696671,80.2503204346,86387,86397,
12.9881401062,80.2238006592,14,24,
12.9881095886,80.2238388062,86384,86394,
12.9946699142,80.2066497803,17,27,
12.9944295883,80.2066497803,86381,86391,
13.0985498428,80.2411422729,20,30,
13.0992603302,80.2401733398,86387,86397,
12.9867897034,80.2590408325,18,28,
12.9865398407,80.2595367432,86380,86390,
12.9968595505,80.1915283203,13,23,
12.9969501495,80.1917419434,86386,86396,
12.9881801605,80.2239227295,16,26,
12.9881401062,80.2237472534,86388,86398,
13.0263299942,80.2664489746,17,27,
13.0261602402,80.2664489746,86379,86390,
13.0506801605,80.2064819336,12,22,
13.050239563,80.2071990967,86389,86399,
12.9981203079,80.2563781738,19,29,
12.9983301163,80.2567977905,86388,86398,
13.0987195969,80.241317749,12,22,
13.0988197327,80.2399673462,86383,86393,
13.0140695572,80.2255477905,17,27,
13.014380455,80.2254867554,86387,86397,
13.0155801773,80.225402832,18,28,
13.0071001053,80.2039413452,86389,86399,
13.0329198837,80.2303619385,11,21,
13.0342597961,80.2304916382,86382,86392,
12.9883298874,80.2237930298,20,30,
12.9883298874,80.2237930298,86389,86399,
13.0143098831,80.2255020142,18,28,
13.0145101547,80.2255325317,86381,86391,
13.0263299942,80.2661590576,11,21,
13.0264196396,80.2654037476,86380,86390,
13.0747499466,80.2753829956,12,22,
13.0749702454,80.2753372192,86382,86392,
12.9979000092,80.2564620972,14,24,
12.9979000092,80.2564620972,86383,86393,
13.0146102905,80.225402832,12,22,
13.0143404007,80.2255783081,86384,86394,
12.9982700348,80.2564315796,11,21,
12.9979000092,80.2570114136,86388,86398,
12.9978199005,80.2570037842,13,23,
12.9976902008,80.2564086914,86379,86389,
13.0501298904,80.2069320679,20,30,
13.0500202179,80.2069396973,86380,86390,
12.9980201721,80.2566375732,20,30,
12.9978399277,80.2565612793,86386,86397,
13.0988397598,80.2406463623,18,28,
13.0992002487,80.2406768799,86383,86393,
13.09897995,80.241027832,12,22,
13.098400116,80.2403793335,86380,86390,
12.9978303909,80.2571563721,14,24,
13.131529808,80.292427063,86387,86397,
12.7862195969,80.2217483521,13,24,
