12.9982700348,80.2567672729,16,288,272
12.9983797073,80.2569198608,288,399,111
12.9983797073,80.2569198608,399,410,11
12.9984102249,80.2568969727,410,3225,2815
12.9981603622,80.2568435669,3225,3629,404
12.9983301163,80.2568969727,3629,6344,2715
12.9983301163,80.2568969727,6344,6354,10
12.9983196259,80.2568511963,6354,6364,10
12.9983501434,80.2565689087,6364,6424,60
12.9983501434,80.2565689087,6424,6435,11
12.998169899,80.256477356,6435,8715,2280
12.9981603622,80.2564620972,8715,9573,858
12.9981203079,80.2565307617,9573,27952,18379
12.9980401993,80.2563095093,27952,28315,363
12.9981403351,80.2564697266,28315,28780,465
12.9981403351,80.2564697266,28780,28790,10
12.9981203079,80.2565002441,28790,29203,413
12.9982004166,80.2564697266,29203,29385,182
12.9982004166,80.2564697266,29385,29395,10
12.9981603622,80.2565002441,29395,29627,232
12.9981403351,80.256439209,29627,32231,2604
12.9981403351,80.256439209,32231,32241,10
12.9979000092,80.2564926147,32241,32251,10
12.9977302551,80.2567367554,32251,32262,11
12.9977502823,80.2569503784,32262,32272,10
12.9976396561,80.2567596436,32272,32443,171
12.9976396561,80.2567596436,32443,32453,10
12.9976701736,80.256477356,32453,32462,9
12.9976797104,80.2563476563,32462,32655,193
12.9976797104,80.2563476563,32655,32665,10
12.9977502823,80.2563705444,32665,32675,10
12.9977703094,80.2561035156,32675,32695,20
12.9977703094,80.2561035156,32695,32706,11
12.9974803925,80.2559509277,32706,32716,10
12.997179985,80.2559890747,32716,32776,60
12.997179985,80.2559890747,32776,32786,10
12.997010231,80.2561035156,32786,32796,10
12.9969396591,80.2564468384,32796,32807,11
12.9968996048,80.2570495605,32807,32817,10
12.9968299866,80.2577819824,32817,32827,10
12.9967603683,80.2583999634,32827,32837,10
12.9967002869,80.2588577271,32837,32847,10
12.9966402054,80.2592163086,32847,32857,10
12.9966096878,80.2594985962,32857,32867,10
12.9965801239,80.2599716187,32867,32877,10
12.9965000153,80.2606506348,32877,32887,10
12.996430397,80.2613220215,32887,32897,10
12.9963798523,80.2617874146,32897,32907,10
12.9963102341,80.2622528076,32907,32917,10
12.9962902069,80.2627716064,32917,32928,11
12.996219635,80.2634429932,32928,32938,10
12.9961395264,80.2640762329,32938,32948,10
12.9960699081,80.264503479,32948,32958,10
12.9960002899,80.2651596069,32958,32968,10
12.9959096909,80.2659988403,32968,32978,10
12.9958095551,80.266746521,32978,32988,10
12.9957504272,80.2674407959,32988,32998,10
12.9958295822,80.2676696777,32998,33008,10
12.9961996078,80.2676925659,33008,33019,11
12.9968595505,80.2677001953,33019,33029,10
12.9975299835,80.267539978,33029,33039,10
12.9982004166,80.2673721313,33039,33049,10
12.998840332,80.2671890259,33049,33059,10
12.9994802475,80.266998291,33059,33069,10
13.0000696182,80.2667007446,33069,33079,10
13.000169754,80.2663421631,33079,33089,10
13.0002298355,80.2658233643,33089,33099,10
13.000289917,80.2653198242,33099,33109,10
13.0003004074,80.265296936,33109,33119,10
13.0004396439,80.2653503418,33119,33584,465
13.0004396439,80.2653503418,33584,33594,10
13.0003995895,80.2657165527,33594,33604,10
13.0003900528,80.2659378052,33604,33705,101
13.0003299713,80.2662887573,33705,33735,30
13.0003299713,80.2662887573,33735,33745,10
13.0003299713,80.2666702271,33745,33755,10
13.0002698898,80.2667694092,33755,33765,10
13.0001497269,80.2668685913,33765,33775,10
12.9997596741,80.2669677734,33775,33786,11
12.999130249,80.2671585083,33786,33796,10
12.9984903336,80.2673492432,33796,33806,10
12.9978103638,80.2675323486,33806,33816,10
12.9971103668,80.2677383423,33816,33826,10
12.9964895248,80.2678070068,33826,33836,10
12.9958600998,80.2677078247,33836,33846,10
12.9957799911,80.2675018311,33846,33856,10
12.9958095551,80.2669525146,33856,33866,10
12.9958496094,80.2661590576,33866,33876,10
12.9959697723,80.2651367188,33876,33886,10
12.9960603714,80.2642211914,33886,33896,10
12.9961500168,80.263381958,33896,33907,11
12.9961996078,80.2628631592,33907,33917,10
12.9962902069,80.2622070313,33917,33927,10
12.9963703156,80.2617721558,33927,33937,10
12.9964199066,80.2613296509,33937,33947,10
12.9964704514,80.2606964111,33947,33957,10
12.9965801239,80.2600021362,33957,33967,10
12.9966001511,80.259437561,33967,33977,10
12.9966497421,80.2587585449,33977,33987,10
12.9967403412,80.2580795288,33987,33997,10
12.9968395233,80.2572631836,33997,34008,11
12.9968996048,80.2567672729,34008,34038,30
12.9968996048,80.2567672729,34038,34048,10
12.9969701767,80.256439209,34048,34058,10
