latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.0143995285,80.2249069214,16506,16617,111
13.0142202377,80.225769043,21779,21830,51
13.0081100464,80.2133026123,22155,22195,40
12.9992198944,80.2147674561,22347,22397,50
12.9877195358,80.2555618286,23438,23499,61
12.9873104095,80.2591629028,23589,23652,63
12.9876098633,80.2562637329,24590,24623,33
12.9799499512,80.2527008057,24784,24825,41
12.9774904251,80.2215118408,25420,25460,40
12.9766597748,80.2212677002,25826,25967,141
12.9763097763,80.2217025757,26008,26097,89
12.9866800308,80.2593307495,26948,27099,151
12.9865999222,80.2591171265,27099,27161,62
12.9801702499,80.252746582,27435,27475,40
13.0346603394,80.2300491333,30278,30420,142
13.0342502594,80.2302627563,30934,30984,50
13.0083398819,80.2134170532,31785,31827,42
12.9763898849,80.2218704224,32585,32638,53
12.9811697006,80.2297210693,32721,32762,41
12.9814195633,80.2425537109,33126,33177,51
12.9859800339,80.2518386841,33434,33474,40
12.9874601364,80.2514572144,33474,33505,31
12.9880304337,80.2518463135,33505,33536,31
12.9878902435,80.25390625,33536,33567,31
12.9869098663,80.2592315674,33741,33862,121
12.9869804382,80.2590866089,33862,34025,163
12.9811601639,80.2442016602,35165,35206,41
12.9813995361,80.2397994995,35430,35491,61
13.022359848,80.2264633179,37108,37148,40
13.0235204697,80.2276077271,37229,37299,70
13.0289402008,80.2308807373,37461,37543,82
13.0333099365,80.2304992676,37634,37674,40
13.0344200134,80.2297821045,37798,37838,40
13.0341901779,80.2300033569,37858,37919,61
13.0278196335,80.2327728271,38142,38192,50
13.0274496078,80.2328567505,38213,38253,40
12.9762897491,80.2216186523,39477,39508,31
12.9877595901,80.2551269531,40680,40731,51
12.9870996475,80.2591400146,40891,41075,184
13.0343904495,80.2304077148,43502,43553,51
13.0346002579,80.2298431396,43613,43706,93
13.0342102051,80.2303009033,43726,43777,51
13.0311498642,80.230682373,43868,43938,70
12.9871397018,80.2514724731,45813,45964,151
12.9870100021,80.2593002319,46178,46329,151
12.9875297546,80.2565765381,46380,46491,111
13.0289096832,80.2308425903,48636,48676,40
13.0243902206,80.2284088135,51224,51285,61
12.9762601852,80.2216110229,52663,52695,32
12.9871301651,80.2514724731,53290,53383,93
12.9871997833,80.2594680786,53544,53575,31
12.9799203873,80.2527008057,54535,54606,71
13.0345201492,80.2303466797,56488,56579,91
13.0342798233,80.2298202515,56620,56731,111
12.985329628,80.2519683838,58974,59047,73
12.9874000549,80.2590637207,59279,59319,40
12.9872903824,80.2595291138,59339,59380,41
12.9868001938,80.2594223022,59400,59511,111
12.9870796204,80.2590637207,60209,60249,40
12.9875297546,80.2565307617,60330,60381,51
12.9801702499,80.2527618408,60552,60613,61
12.9869298935,80.2591171265,64688,64721,33
12.9875898361,80.256362915,64872,64992,120
12.9801301956,80.2527999878,65206,65246,40
12.9813098907,80.2429275513,65409,65440,31
13.0072803497,80.212852478,66775,66836,61
13.0077295303,80.2130126953,66846,66927,81
13.0293197632,80.2309494019,67626,67686,60
13.0335597992,80.2305831909,67808,67848,40
13.0337600708,80.2305984497,67848,67949,101
13.0347700119,80.2300186157,68011,68160,149
13.0342102051,80.2302703857,68900,68973,73
13.0334396362,80.2305526733,68993,69024,31
13.0307703018,80.2308197021,69084,69145,61
13.0268697739,80.2330474854,69276,69347,71
13.0230503082,80.2275238037,69498,69529,31
13.0096101761,80.2279281616,69822,69872,50
13.0099401474,80.2155914307,70308,70369,61
13.0085201263,80.2136535645,70510,70541,31
13.0081396103,80.2133789063,70551,70601,50
12.9973802567,80.2163772583,70885,70956,71
12.9903402328,80.2205734253,71229,71319,90
12.9900598526,80.2208023071,71319,71429,110
12.9893798828,80.2214202881,71429,71498,69
12.9891195297,80.2217788696,71527,71570,43
12.9882898331,80.2227020264,71631,71681,50
12.9877595901,80.2231063843,71701,71742,41
12.9762802124,80.2217788696,72035,72075,40
