latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.0143098831,80.2258682251,12,22,
13.01445961,80.225189209,86389,86399,
12.998290062,80.2567596436,19,29,
12.9982995987,80.2569580078,86382,86392,
12.986700058,80.2593231201,13,23,
12.9863996506,80.2587585449,86385,86395,
12.9982700348,80.257019043,15,25,
12.9975500107,80.2572097778,86380,86390,
12.9966001511,80.1912536621,16,26,
12.9965801239,80.1909408569,86386,86396,
13.075920105,80.275352478,7714,7724,
13.075630188,80.2749176025,86385,86395,
13.0144701004,80.2254714966,11,21,
12.7862596512,80.2217025757,86383,86393,
12.9975004196,80.19165802,12,23,
12.9968099594,80.1910476685,86388,86398,
12.9968395233,80.1912536621,16,26,
12.9967002869,80.1913604736,86387,86397,
12.997209549,80.2569274902,12,22,
12.9972200394,80.2568435669,86387,86397,
13.0872497559,80.1974334717,14,24,
12.9972496033,80.1917877197,86387,86397,
12.9980297089,80.2565002441,17,27,
13.0065202713,80.2550430298,60512,60512,
12.9481096268,80.1432723999,31927,31937,
13.0759897232,80.2743988037,86384,86395,
13.2423095703,80.1200637817,13,23,
13.1199798584,80.2587890625,86381,86391,
13.0758104324,80.2751617432,13,23,
13.0747699738,80.2754898071,86382,86392,
12.9981002808,80.2571029663,21253,21263,
12.9976997375,80.256187439,81746,81756,
13.014289856,80.2256164551,1352,1362,
13.0142698288,80.2256469727,86386,86396,
12.9979496002,80.2568206787,11,21,
12.9981603622,80.2569198608,86387,86397,
13.0761003494,80.2747802734,759,759,
13.0762996674,80.2756500244,84537,84537,
12.9869298935,80.2596282959,14,24,
12.986869812,80.2596969604,86382,86392,
13.0349502563,80.2052688599,13,23,
13.0343599319,80.2054595947,86380,86390,
12.8986997604,80.1806488037,20,30,
12.8987503052,80.1802368164,86380,86390,
12.9943799973,80.2066421509,20,30,
12.9941797256,80.2069778442,86380,86391,
13.0983800888,80.2409667969,14,25,
13.0991401672,80.2414016724,86388,86398,
12.9870195389,80.2591629028,19,29,
12.9870195389,80.2591629028,86384,86394,
12.9970703125,80.1915206909,12,22,
12.9969396591,80.1914215088,86387,86397,
12.9882001877,80.2239227295,16,26,
12.9881496429,80.2236862183,86381,86391,
13.0253400803,80.2672805786,20,30,
13.0265598297,80.2655715942,86386,86397,
13.0508003235,80.206817627,15,26,
13.0505504608,80.2071990967,86383,86393,
12.9979200363,80.2567214966,18,28,
12.998290062,80.2567825317,86380,86390,
13.0983695984,80.2412185669,15,25,
13.098950386,80.2413330078,86386,86396,
13.0142202377,80.2255172729,18,28,
13.0143404007,80.225479126,86384,86394,
13.0647201538,80.2118835449,14,24,
13.0152702332,80.2262802124,86383,86393,
13.0333995819,80.2305679321,18,28,
13.0328998566,80.23046875,86383,86393,
12.9883098602,80.2239379883,20,30,
12.9883003235,80.2238616943,86382,86393,
13.025560379,80.2671279907,20,30,
13.0262804031,80.266166687,86380,86390,
13.0747804642,80.2754821777,14,24,
13.0758600235,80.2757568359,86380,86390,
12.9979000092,80.2564620972,13,23,
12.9979000092,80.2564620972,86381,86391,
13.0143699646,80.2257919312,16,26,
13.0143995285,80.2256774902,86381,86392,
13.0515098572,80.2177429199,18,30,
12.9979801178,80.2567214966,86382,86392,
12.997759819,80.2569885254,12,22,
12.9975404739,80.2567520142,86383,86393,
13.0500297546,80.2069396973,21,31,
13.0506296158,80.2065200806,86381,86391,
12.998000145,80.2567214966,12,23,
12.9982700348,80.2566223145,86381,86391,
13.0982599258,80.2406005859,12,22,
13.0982999802,80.241027832,86383,86393,
13.0987901688,80.2412109375,11,21,
13.0990800858,80.2415618896,86389,86399,
12.9974603653,80.2570877075,13,23,
12.9977998734,80.2565765381,86382,86393,
12.9865503311,80.2592773438,17,27,
12.9865703583,80.2587814331,86382,86392,
13.0986700058,80.2407608032,16,26,
13.0983896255,80.2407226563,86389,86399,
13.026550293,80.2655563354,16,26,
13.075460434,80.214302063,86386,86396,
12.9979896545,80.2570037842,17,27,
12.9972600937,80.2573165894,86383,86393,
13.0679798126,80.2050170898,15,25,
13.0263004303,80.2656402588,86383,86393,
12.988240242,80.2236404419,12,22,
12.9884796143,80.2237167358,86385,86395,
13.0141401291,80.2256393433,19,29,
13.0146903992,80.2254104614,86384,86394,
12.997420311,80.256942749,16,24,
12.9982404709,80.2568206787,86387,86397,
13.1928396225,80.1840515137,14,24,
13.1928396225,80.1840515137,86382,86392,
12.9884004593,80.2239227295,19,29,
12.9884195328,80.2239227295,86382,86392,
12.9865703583,80.2592697144,16,27,
12.9866800308,80.2590789795,86386,86396,
13.0804004669,80.275390625,15,25,
13.0759496689,80.2755432129,86387,86397,
12.9881696701,80.2238311768,19,29,
12.988240242,80.2238998413,86383,86393,
13.0988798141,80.2401580811,18,28,
13.0989398956,80.2399215698,86380,86390,
12.9865503311,80.2595367432,19,29,
12.9865703583,80.2590408325,86384,86394,
13.014550209,80.2257003784,13,23,
13.0141601563,80.2257385254,86381,86391,
12.9483995438,80.1432723999,12,22,
12.9483995438,80.1432723999,86381,86391,
12.9866399765,80.2588577271,19,29,
12.987159729,80.2586364746,86388,86398,
12.8715000153,80.2266616821,20,30,
12.9866199493,80.2586669922,86383,86393,
12.9865598679,80.2588272095,12,22,
12.9864997864,80.2596282959,86384,86394,
13.0756797791,80.2753372192,13,23,
13.075460434,80.2751693726,86386,86396,
13.0145101547,80.2251434326,15,25,
13.0142498016,80.2253570557,86380,86390,
12.998339653,80.2566223145,11,21,
12.9031295776,80.2279891968,86384,86394,
13.0145797729,80.2259292603,20,30,
13.0147800446,80.2256011963,86385,86396,
12.9867801666,80.2591400146,13,23,
12.9870004654,80.2591934204,86382,86392,
