latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.0136804581,80.2264709473,21962,21992,30
13.0099000931,80.227897644,22022,22044,22
13.0121498108,80.2210998535,22105,22135,30
13.004699707,80.2123413086,22283,22313,30
12.9980602264,80.2157516479,22389,22418,29
12.9969100952,80.2165374756,22449,22470,21
12.9762001038,80.2215118408,25172,25202,30
12.9801397324,80.2522506714,25677,25707,30
12.9880599976,80.2519836426,25808,25838,30
12.9878196716,80.2517776489,27156,27186,30
12.9815998077,80.2334213257,27530,27551,21
12.9830303192,80.2220306396,27935,27955,20
12.9903202057,80.2203826904,28106,28126,20
12.9975795746,80.2160415649,28258,28278,20
13.0156602859,80.2250671387,28674,28704,30
13.0347700119,80.2302627563,29040,29070,30
13.0275297165,80.2328720093,30699,30723,24
13.0275297165,80.2328720093,30723,30739,16
12.9766197205,80.2223892212,32225,32245,20
12.9814300537,80.2425384521,32679,32700,21
12.9872398376,80.2595672607,33822,33842,20
12.9874401093,80.2577819824,34039,34067,28
12.9879102707,80.2529067993,34564,34594,30
12.9813404083,80.2381362915,35353,35373,20
13.0077199936,80.212928772,36384,36404,20
13.0205202103,80.2250595093,36748,36768,20
13.0083198547,80.2133712769,38649,38669,20
12.9834403992,80.2223129272,39166,39196,30
12.9818897247,80.2215270996,39236,39257,21
12.9817199707,80.2305603027,39510,39530,20
12.9871797562,80.2595977783,40664,40685,21
12.9826898575,80.2217712402,42120,42150,30
13.0139799118,80.2232284546,42828,42848,20
13.0293197632,80.2308120728,43324,43352,28
13.0345401764,80.2303695679,43443,43473,30
13.0350799561,80.230140686,43493,43516,23
13.0342302322,80.2300720215,43798,43819,21
13.0298900604,80.2308120728,43960,43980,20
12.9866399765,80.2515869141,46390,46420,30
12.9815502167,80.2334823608,47451,47472,21
12.9805898666,80.2288589478,47573,47593,20
13.0077199936,80.2129135132,48453,48473,20
13.0242900848,80.2283096313,48857,48887,30
13.0145196915,80.2260665894,49077,49101,24
13.0142097473,80.2261428833,50233,50253,20
13.0152101517,80.2252807617,50506,50536,30
13.0196304321,80.2244491577,50606,50627,21
13.0112895966,80.2235488892,51224,51244,20
13.008190155,80.2133102417,51415,51436,21
13.0078697205,80.2131271362,51446,51476,30
12.9763002396,80.2216491699,52154,52184,30
12.9813995361,80.2426834106,52539,52559,20
12.9801397324,80.2522201538,52670,52689,19
12.9872398376,80.2594299316,53549,53569,20
12.987569809,80.2562179565,53874,53904,30
12.9877996445,80.251701355,53995,54015,20
12.9798498154,80.2522506714,54187,54207,20
12.9813098907,80.2428207397,54338,54359,21
12.9813499451,80.2424087524,54369,54389,20
12.9812202454,80.2378997803,54449,54470,21
12.9770898819,80.2226333618,54804,54824,20
12.9828100204,80.2219085693,54956,54976,20
13.0246496201,80.2288894653,55929,55949,20
13.0296602249,80.2308425903,56768,56789,21
13.0245599747,80.2290420532,56972,56993,21
13.0230102539,80.2274017334,57033,57063,30
13.0143404007,80.226272583,57226,57246,20
13.0121297836,80.2216491699,57458,57478,20
13.0084896088,80.2135467529,57620,57640,20
12.9950199127,80.2171173096,57932,57952,20
12.9833202362,80.2222595215,58207,58227,20
12.9761600494,80.2213592529,58358,58378,20
12.9762601852,80.2217178345,58387,58409,22
12.9872703552,80.2595825195,59308,59331,23
12.9873600006,80.2586364746,60301,60322,21
12.9878196716,80.2518463135,60594,60614,20
12.9812803268,80.243598938,60929,60949,20
12.9769296646,80.2228469849,61363,61383,20
12.9813604355,80.2387619019,62283,62303,20
12.9814395905,80.2428588867,62364,62394,30
12.9873304367,80.2592163086,62961,62981,20
12.9872598648,80.2595062256,63001,63031,30
12.9798898697,80.2524185181,64143,64164,21
12.9813203812,80.2431411743,64315,64345,30
12.9813098907,80.2428588867,64356,64376,20
12.9811601639,80.2348175049,64588,64610,22
12.9814796448,80.2336730957,64681,64701,20
12.9770097733,80.2229766846,64984,65004,20
12.9770898819,80.2227401733,65014,65044,30
12.9828796387,80.2220230103,65196,65216,20
12.9904603958,80.2204208374,65448,65468,20
12.9975500107,80.2161102295,65692,65712,20
13.0077695847,80.2130203247,65915,65945,30
13.0304403305,80.2308273315,66926,66946,20
13.0350103378,80.2302093506,67158,67179,21
13.0341300964,80.2304534912,67503,67523,20
13.0265302658,80.2332382202,68159,68180,21
13.0251302719,80.2298736572,68262,68283,21
13.0226297379,80.2271118164,68424,68444,20
13.0143098831,80.2263717651,68616,68636,20
12.9974002838,80.2164916992,69275,69296,21
12.9891500473,80.2218322754,69760,69781,21
12.9878396988,80.2231674194,69984,70004,20
12.9836902618,80.222618103,70175,70196,21
12.9762897491,80.2218017578,70398,70418,20
12.9765300751,80.2222137451,70438,70458,20
12.9813098907,80.2397079468,70895,70915,20
12.9800901413,80.2523193359,71095,71117,22
12.987739563,80.2549514771,71440,71460,20
12.9874897003,80.2567825317,71654,71674,20
12.9876298904,80.2551269531,72351,72371,20
12.9812602997,80.2431182861,72817,72837,20
12.9814300537,80.2336273193,73039,73069,30
12.9774103165,80.221321106,73484,73504,20
12.9826898575,80.2218933105,73627,73647,20
12.9862699509,80.2229919434,73779,73800,21
12.9867897034,80.2230072021,73820,73850,30
12.9903898239,80.2203598022,73921,73941,20
12.9912700653,80.2196884155,73961,73981,20
12.9961299896,80.2165679932,74082,74103,21
13.0259799957,80.2311019897,74856,74886,30
13.0145702362,80.2261962891,76010,76030,20
12.9975004196,80.216178894,76605,76627,22
12.9842500687,80.2228164673,76950,76970,20
12.9762802124,80.2217636108,77143,77163,20
12.9872198105,80.2594223022,78316,78336,20
12.9870595932,80.2595977783,78346,78366,20
12.9903001785,80.2204284668,79844,79874,30
12.9975795746,80.216003418,80046,80066,20
13.0344295502,80.2303314209,80916,80946,30
12.9873399734,80.2557373047,19640,19670,30
12.9855098724,80.2553863525,19670,19700,30
12.9831600189,80.2547836304,19700,19730,30
12.9656295776,80.247543335,19896,19926,30
12.9627199173,80.2463912964,19926,19956,30
12.9599895477,80.2450866699,19956,19986,30
12.956029892,80.2434768677,20017,20047,30
12.9463195801,80.2396697998,20120,20150,30
12.9404296875,80.2360229492,20181,20211,30
12.9373502731,80.2345504761,20211,20241,30
12.9269599915,80.231086731,20303,20333,30
12.9197702408,80.2301864624,20364,20394,30
12.9161500931,80.2296905518,20394,20424,30
12.9126396179,80.2292022705,20424,20454,30
12.9013795853,80.2280273438,20534,20564,30
12.8995199203,80.2278823853,20564,20594,30
