12.9866504669,80.2589492798,19,3824,3805
12.9866504669,80.2589492798,3824,3834,10
12.9867801666,80.2590332031,3834,3985,151
12.9868001938,80.2589874268,3985,4248,263
12.9867200851,80.2591094971,4248,4652,404
12.986700058,80.2590637207,4652,4682,30
12.9866304398,80.2591400146,4682,4874,192
12.9865999222,80.2589874268,4874,4954,80
12.9865102768,80.2588806152,4954,5055,101
12.9866600037,80.2589569092,5055,6802,1747
12.9867200851,80.2591018677,6802,8891,2089
12.9869804382,80.2591934204,8891,8931,40
12.9867801666,80.2590637207,8931,10125,1194
12.9868001938,80.2589569092,10125,11346,1221
12.9865598679,80.2591094971,11346,12658,1312
12.9868803024,80.259147644,12658,14970,2312
12.9868803024,80.259147644,14970,14980,10
12.9866600037,80.2590408325,14980,19835,4855
12.9867401123,80.2589492798,19835,19875,40
12.9866399765,80.2590179443,19875,19956,81
12.9865198135,80.2590789795,19956,19997,41
12.9866199493,80.2590026855,19997,24408,4411
12.9868898392,80.2590789795,24408,24428,20
12.9868898392,80.2590789795,24428,24438,10
12.9873199463,80.2591018677,24438,24458,20
12.9873199463,80.2591018677,24458,24468,10
12.9873800278,80.2585601807,24468,24478,10
12.987449646,80.2580413818,24478,24489,11
12.9875202179,80.2571868896,24489,24499,10
12.9876203537,80.2563171387,24499,24509,10
12.9876003265,80.255859375,24509,24519,10
12.9876899719,80.2555618286,24519,24529,10
12.987739563,80.2549362183,24529,24539,10
12.9877500534,80.2547531128,24539,24549,10
12.9877901077,80.2543869019,24549,24559,10
12.9878396988,80.2536010742,24559,24569,10
12.9879302979,80.2525787354,24569,24579,10
12.9878396988,80.2518081665,24579,24590,11
12.9877004623,80.2516098022,24590,24600,10
12.9870796204,80.2516403198,24600,24610,10
12.9861898422,80.2518386841,24610,24620,10
12.9850902557,80.2521209717,24620,24630,10
12.9838399887,80.252456665,24630,24640,10
12.9825601578,80.2526626587,24640,24650,10
12.9812602997,80.2527008057,24650,24660,10
12.9799699783,80.2527008057,24660,24721,61
12.9799699783,80.2527008057,24721,24731,10
12.9798402786,80.2525787354,24731,24741,10
12.9798803329,80.2522888184,24741,24751,10
12.979929924,80.2521820068,24751,24761,10
12.9800701141,80.2517318726,24761,24771,10
12.9803104401,80.2509307861,24771,24781,10
12.9805698395,80.2499923706,24781,24791,10
12.9807195663,80.2490234375,24791,24801,10
12.9807701111,80.2480010986,24801,24812,11
12.9808597565,80.2467498779,24812,24822,10
12.9809904099,80.2455368042,24822,24832,10
12.9811096191,80.244392395,24832,24842,10
12.9811601639,80.2438201904,24842,24852,10
12.9812498093,80.2436218262,24852,24862,10
12.9813299179,80.2432022095,24862,24872,10
12.9813499451,80.2427520752,24872,24882,10
12.9813804626,80.24243927,24882,24892,10
12.9813604355,80.2418136597,24892,24909,17
12.9813404083,80.2402801514,24909,24921,12
12.9813098907,80.2393188477,24921,24931,10
12.9812803268,80.238571167,24931,24941,10
12.9812498093,80.2379608154,24941,24951,10
12.9812402725,80.2378005981,24951,24961,10
12.9812202454,80.2372970581,24961,24971,10
12.9812002182,80.236366272,24971,24981,10
12.981180191,80.2353591919,24981,24991,10
12.9811897278,80.2342987061,24991,25001,10
12.9815397263,80.2334899902,25001,25011,10
12.9816102982,80.2333526611,25011,25022,11
12.9817495346,80.2331008911,25022,25032,10
12.9819803238,80.2325134277,25032,25042,10
12.982000351,80.2321166992,25042,25052,10
12.982000351,80.2317733765,25052,25062,10
12.9819602966,80.2313690186,25062,25072,10
12.9818401337,80.2309036255,25072,25082,10
12.9815797806,80.2304077148,25082,25092,10
12.9812602997,80.2298583984,25092,25102,10
12.9809398651,80.2293777466,25102,25112,10
12.9806995392,80.2290267944,25112,25122,10
12.980629921,80.2288970947,25122,25133,11
12.9803495407,80.2284011841,25133,25143,10
12.9800395966,80.2278289795,25143,25153,10
12.9796495438,80.2271881104,25153,25163,10
12.9792299271,80.2265167236,25163,25173,10
12.9787502289,80.2257080078,25173,25183,10
12.9783000946,80.2249603271,25183,25193,10
12.9780302048,80.2245483398,25193,25203,10
12.9778003693,80.2242584229,25203,25213,10
12.9777202606,80.2240982056,25213,25223,10
12.9774599075,80.2236404419,25223,25240,17
12.9769001007,80.2226867676,25240,25252,12
12.9764995575,80.2220611572,25252,25262,10
12.9762201309,80.2216415405,25262,25272,10
12.9756202698,80.2209625244,25272,25282,10
12.9749097824,80.2205963135,25282,25292,10
12.974360466,80.2203216553,25292,25312,20
12.974360466,80.2203216553,25312,25322,10
12.9740400314,80.220199585,25322,25332,10
12.9735898972,80.2199783325,25332,25342,10
12.9727401733,80.2196807861,25342,25352,10
12.9717502594,80.2193527222,25352,25363,11
12.9709701538,80.2191314697,25363,25373,10
12.9708204269,80.2190475464,25373,25383,10
12.9702796936,80.2187423706,25383,25393,10
12.9694595337,80.2184295654,25393,25403,10
12.9686098099,80.2180862427,25403,25413,10
12.9677696228,80.2177734375,25413,25423,10
12.9668903351,80.2174301147,25423,25433,10
12.9660196304,80.2170791626,25433,25443,10
12.9650602341,80.2166671753,25443,25454,11
12.9639797211,80.2162017822,25454,25464,10
12.9635400772,80.2159729004,25464,25474,10
12.9636001587,80.2156600952,25474,25484,10
12.9636697769,80.2153625488,25484,25494,10
12.9637002945,80.2152786255,25494,25504,10
12.9637804031,80.2148590088,25504,25514,10
12.9638795853,80.2142486572,25514,25534,20
12.9638795853,80.2142486572,25534,25544,10
12.9639396667,80.2138671875,25544,25554,10
12.9640703201,80.2131881714,25554,25565,11
12.9642601013,80.2121582031,25565,25575,10
12.9645299911,80.2112731934,25575,25585,10
12.9647197723,80.210357666,25585,25595,10
12.9648399353,80.2093200684,25595,25605,10
12.9650001526,80.2082977295,25605,25615,10
12.9650802612,80.2078399658,25615,25625,10
12.9651899338,80.2072372437,25625,25635,10
12.9652500153,80.2069625854,25635,25645,10
12.9653196335,80.2066268921,25645,25655,10
12.9653997421,80.2059631348,25655,25666,11
12.9655103683,80.2051620483,25666,25676,10
12.9655895233,80.2045593262,25676,25686,10
12.9656095505,80.2044677734,25686,25696,10
12.9656496048,80.2042999268,25696,25706,10
12.965760231,80.2036895752,25706,25716,10
12.9658002853,80.2028121948,25716,25726,10
12.9658403397,80.2020187378,25726,25736,10
12.9655399323,80.2017364502,25736,25746,10
12.9653501511,80.2012405396,25746,25756,10
12.965470314,80.2005386353,25756,25766,10
12.9655303955,80.2003326416,25766,25777,11
12.9655799866,80.2002105713,25777,25787,10
12.9651498795,80.2000427246,25787,25797,10
12.9649801254,80.199508667,25797,25807,10
12.9648399353,80.1989822388,25807,25817,10
12.9648599625,80.1984100342,25817,25827,10
12.9648103714,80.1977386475,25827,25837,10
12.9648199081,80.1967391968,25837,25847,10
12.9648103714,80.1963882446,25847,25857,10
12.9647903442,80.1962203979,25857,25867,10
12.964679718,80.1959609985,25867,25877,10
12.9647798538,80.1953125,25877,25888,11
12.964799881,80.1947174072,25888,25898,10
12.9649200439,80.1941604614,25898,25908,10
12.9650497437,80.1937408447,25908,25918,10
12.9651002884,80.1930007935,25918,25928,10
12.9652500153,80.1921234131,25928,25938,10
12.9654397964,80.1912078857,25938,25948,10
12.9655895233,80.1904525757,25948,25957,9
12.9657297134,80.189781189,25957,25968,11
12.965880394,80.1890106201,25968,25978,10
