No,day,month,latitude,longitude,bus_id,seconds,No
27,05,03,13.01455020904541,80.22570037841797,45232620045,3,27
96,05,03,13.01455020904541,80.22570037841797,45232620045,13,96
158,05,03,13.01455020904541,80.22570037841797,45232620045,23,158
225,05,03,13.01455020904541,80.22570037841797,45232620045,33,225
307,05,03,13.01455020904541,80.22570037841797,45232620045,44,307
376,05,03,13.01455020904541,80.22570037841797,45232620045,54,376
443,05,03,13.01455020904541,80.22570037841797,45232620045,64,443
510,05,03,13.01455020904541,80.22570037841797,45232620045,74,510
584,05,03,13.01455020904541,80.22570037841797,45232620045,84,584
651,05,03,13.01455020904541,80.22570037841797,45232620045,94,651
720,05,03,13.01455020904541,80.22570037841797,45232620045,104,720
788,05,03,13.01455020904541,80.22570037841797,45232620045,114,788
861,05,03,13.01455020904541,80.22570037841797,45232620045,125,861
929,05,03,13.01455020904541,80.22570037841797,45232620045,135,929
991,05,03,13.01455020904541,80.22570037841797,45232620045,145,991
1062,05,03,13.01455020904541,80.22570037841797,45232620045,155,1062
1130,05,03,13.01455020904541,80.22570037841797,45232620045,165,1130
1190,05,03,13.01455020904541,80.22570037841797,45232620045,175,1190
1257,05,03,13.01455020904541,80.22570037841797,45232620045,185,1257
1330,05,03,13.01455020904541,80.22570037841797,45232620045,195,1330
1404,05,03,13.01455020904541,80.22570037841797,45232620045,206,1404
1479,05,03,13.01455020904541,80.22570037841797,45232620045,216,1479
1547,05,03,13.01455020904541,80.22570037841797,45232620045,226,1547
1613,05,03,13.01455020904541,80.22570037841797,45232620045,236,1613
1679,05,03,13.01455020904541,80.22570037841797,45232620045,246,1679
1748,05,03,13.01455020904541,80.22570037841797,45232620045,256,1748
1811,05,03,13.01455020904541,80.22570037841797,45232620045,266,1811
1877,05,03,13.01455020904541,80.22570037841797,45232620045,276,1877
1958,05,03,13.01455020904541,80.22570037841797,45232620045,287,1958
2027,05,03,13.01455020904541,80.22570037841797,45232620045,297,2027
2095,05,03,13.01455020904541,80.22570037841797,45232620045,307,2095
