42,05,03,12.998270034790039,80.25701904296875,40205020825,5,42
107,05,03,12.998270034790039,80.25701904296875,40205020825,15,107
179,05,03,12.998270034790039,80.25701904296875,40205020825,25,179
246,05,03,12.998270034790039,80.25701904296875,40205020825,35,246
315,05,03,12.998270034790039,80.25701904296875,40205020825,45,315
384,05,03,12.998270034790039,80.25701904296875,40205020825,55,384
456,05,03,12.998270034790039,80.25701904296875,40205020825,66,456
523,05,03,12.998270034790039,80.25701904296875,40205020825,76,523
592,05,03,12.998270034790039,80.25701904296875,40205020825,86,592
659,05,03,12.998270034790039,80.25701904296875,40205020825,96,659
729,05,03,12.998270034790039,80.25701904296875,40205020825,106,729
795,05,03,12.998270034790039,80.25701904296875,40205020825,116,795
866,05,03,12.998270034790039,80.25701904296875,40205020825,126,866
934,05,03,12.998270034790039,80.25701904296875,40205020825,136,934
998,05,03,12.998270034790039,80.25701904296875,40205020825,146,998
1068,05,03,12.998270034790039,80.25701904296875,40205020825,156,1068
1137,05,03,12.998270034790039,80.25701904296875,40205020825,167,1137
1213,05,03,12.998270034790039,80.25701904296875,40205020825,177,1213
1278,05,03,12.998270034790039,80.25701904296875,40205020825,187,1278
1347,05,03,12.998270034790039,80.25701904296875,40205020825,197,1347
1414,05,03,12.998270034790039,80.25701904296875,40205020825,207,1414
1482,05,03,12.998270034790039,80.25701904296875,40205020825,217,1482
1550,05,03,12.998270034790039,80.25701904296875,40205020825,227,1550
1618,05,03,12.998270034790039,80.25701904296875,40205020825,237,1618
1686,05,03,12.998270034790039,80.25701904296875,40205020825,247,1686
1754,05,03,12.998270034790039,80.25701904296875,40205020825,257,1754
1824,05,03,12.998270034790039,80.25701904296875,40205020825,267,1824
1894,05,03,12.998270034790039,80.25701904296875,40205020825,278,1894
1964,05,03,12.998270034790039,80.25701904296875,40205020825,288,1964
2032,05,03,12.998270034790039,80.25701904296875,40205020825,298,2032
2097,05,03,12.998270034790039,80.25701904296875,40205020825,308,2097
2127,05,03,12.998270034790039,80.25701904296875,40205020825,328,2127
2199,05,03,12.998270034790039,80.25701904296875,40205020825,338,2199
2267,05,03,12.998270034790039,80.25701904296875,40205020825,348,2267
2334,05,03,12.998270034790039,80.25701904296875,40205020825,358,2334
2402,05,03,12.998270034790039,80.25701904296875,40205020825,368,2402
2472,05,03,12.998270034790039,80.25701904296875,40205020825,378,2472
2541,05,03,12.998270034790039,80.25701904296875,40205020825,389,2541
2609,05,03,12.998270034790039,80.25701904296875,40205020825,399,2609
2679,05,03,12.998270034790039,80.25701904296875,40205020825,409,2679
2748,05,03,12.998270034790039,80.25701904296875,40205020825,419,2748
2814,05,03,12.998270034790039,80.25701904296875,40205020825,429,2814
2886,05,03,12.998270034790039,80.25701904296875,40205020825,439,2886
2949,05,03,12.998270034790039,80.25701904296875,40205020825,449,2949
3017,05,03,12.998270034790039,80.25701904296875,40205020825,459,3017
3087,05,03,12.998270034790039,80.25701904296875,40205020825,469,3087
3153,05,03,12.998270034790039,80.25701904296875,40205020825,479,3153
3231,05,03,12.998270034790039,80.25701904296875,40205020825,490,3231
3297,05,03,12.998270034790039,80.25701904296875,40205020825,500,3297
3365,05,03,12.998270034790039,80.25701904296875,40205020825,510,3365
3437,05,03,12.998270034790039,80.25701904296875,40205020825,520,3437
3502,05,03,12.998270034790039,80.25701904296875,40205020825,530,3502
3571,05,03,12.998270034790039,80.25701904296875,40205020825,540,3571
3635,05,03,12.998270034790039,80.25701904296875,40205020825,550,3635
3711,05,03,12.998270034790039,80.25701904296875,40205020825,560,3711
3777,05,03,12.998270034790039,80.25701904296875,40205020825,570,3777
3846,05,03,12.998270034790039,80.25701904296875,40205020825,580,3846
3909,05,03,12.998270034790039,80.25701904296875,40205020825,590,3909
3988,05,03,12.998270034790039,80.25701904296875,40205020825,601,3988
4051,05,03,12.998270034790039,80.25701904296875,40205020825,611,4051
4121,05,03,12.998270034790039,80.25701904296875,40205020825,621,4121
4191,05,03,12.998270034790039,80.25701904296875,40205020825,631,4191
4260,05,03,12.998270034790039,80.25701904296875,40205020825,641,4260
4325,05,03,12.998270034790039,80.25701904296875,40205020825,651,4325
4394,05,03,12.998270034790039,80.25701904296875,40205020825,661,4394
4462,05,03,12.998270034790039,80.25701904296875,40205020825,671,4462
4531,05,03,12.998270034790039,80.25701904296875,40205020825,681,4531
4596,05,03,12.998270034790039,80.25701904296875,40205020825,691,4596
4665,05,03,12.998270034790039,80.25701904296875,40205020825,701,4665
4732,05,03,12.998270034790039,80.25701904296875,40205020825,712,4732
4801,05,03,12.998270034790039,80.25701904296875,40205020825,722,4801
4874,05,03,12.998270034790039,80.25701904296875,40205020825,732,4874
4940,05,03,12.998270034790039,80.25701904296875,40205020825,742,4940
5009,05,03,12.998270034790039,80.25701904296875,40205020825,752,5009
5078,05,03,12.998270034790039,80.25701904296875,40205020825,762,5078
5147,05,03,12.998270034790039,80.25701904296875,40205020825,772,5147
5219,05,03,12.998270034790039,80.25701904296875,40205020825,782,5219
5285,05,03,12.998270034790039,80.25701904296875,40205020825,792,5285
5342,05,03,12.998270034790039,80.25701904296875,40205020825,801,5342
5423,05,03,12.998270034790039,80.25701904296875,40205020825,813,5423
5490,05,03,12.998270034790039,80.25701904296875,40205020825,823,5490
5560,05,03,12.998270034790039,80.25701904296875,40205020825,833,5560
5628,05,03,12.998270034790039,80.25701904296875,40205020825,843,5628
5696,05,03,12.998270034790039,80.25701904296875,40205020825,853,5696
5769,05,03,12.998270034790039,80.25701904296875,40205020825,863,5769
