latitude,longitude,Time_Start,Time_Stop,TimeTaken
12.98756981,80.25138855,23921,23973,52
12.98760033,80.2559433,25125,25176,51
12.97657013,80.22126007,25811,25884,73
12.98777008,80.25531006,26765,26823,58
12.98727036,80.25943756,26946,26977,31
13.03474998,80.2303009,29425,29477,52
13.03464031,80.2300415,29487,29598,111
13.03427982,80.22995758,30184,30244,60
13.0342598,80.23008728,30244,30408,164
13.03423023,80.2299118,30408,30560,152
13.03421974,80.2301178,30560,30692,132
13.03419018,80.22998047,30692,30783,91
13.02787971,80.23271179,31238,31278,40
13.02723026,80.23291779,31278,31313,35
13.0241003,80.2283783,31403,31436,33
13.00813961,80.21330261,31941,31992,51
12.97626019,80.22161102,32659,32690,31
12.98781967,80.25473785,33428,33468,40
12.98740959,80.25910187,33549,33592,43
12.98661995,80.2592392,33652,33743,91
12.98758984,80.25627899,33854,33965,111
13.03511047,80.22985077,36453,36493,40
13.03442001,80.22972107,36503,36604,101
13.03421021,80.2300415,36604,36755,151
13.03110981,80.23068237,36848,37019,171
13.0269804,80.23294067,37151,37242,91
12.9764204,80.22181702,38606,38649,43
12.98777008,80.25467682,39265,39315,50
12.98666954,80.25953674,39476,39537,61
12.9867897,80.25908661,39546,39617,71
12.98715019,80.25914001,39617,39730,113
12.98744965,80.25626373,39801,39850,49
12.97698021,80.22284698,40558,40590,32
13.02923012,80.23078156,41901,41951,50
13.03289032,80.23055267,42042,42083,41
13.0346899,80.23027802,42153,42184,31
13.03477955,80.22984314,42224,42325,101
13.03423023,80.23013306,42527,42608,81
13.02711964,80.23291779,42789,42842,53
12.99545956,80.21685791,43773,43804,31
12.98766041,80.25528717,44947,45078,131
12.98709965,80.2592926,45230,45391,161
12.98783016,80.25184631,45502,45534,32
13.02702999,80.2310791,47342,47375,33
13.02719975,80.23104858,47375,47415,40
13.02678013,80.23297882,47910,47991,81
13.01418018,80.22537231,48590,48771,181
12.9974699,80.25672913,4849,4980,131
12.99757004,80.25682831,18795,18866,71
12.99771976,80.25628662,20811,20893,82
12.98838997,80.25589752,23384,23425,41
12.9878397,80.25578308,23445,23546,101
12.98011017,80.25273895,23676,23727,51
12.97992039,80.25224304,23747,23798,51
13.01068974,80.21195984,25432,25512,80
13.00979996,80.21127319,25542,25593,51
13.00932026,80.21096039,26400,26470,70
12.97640991,80.22183228,27438,27479,41
12.87469959,80.20983887,29970,30141,171
12.96634007,80.24771881,32420,32451,31
12.97437,80.25051117,32551,32582,31
12.97994041,80.25225067,32671,32703,32
12.98060989,80.2289505,33136,33167,31
13.01368046,80.20453644,34447,34478,31
13.0120697,80.21256256,34629,34679,50
13.02474976,80.21803284,35476,35547,71
13.02462006,80.21838379,35547,35668,121
13.02492046,80.21961975,35718,35839,121
13.01033974,80.21164703,36273,36353,80
13.00983047,80.21127319,36404,36444,40
12.98816013,80.25132751,37271,37382,111
12.95652008,80.24369812,37815,37856,41
12.89253044,80.22744751,38572,38622,50
12.90044975,80.22786713,39852,39913,61
12.90248966,80.22792816,39953,39993,40
12.99392986,80.21787262,42403,42434,31
13.00971985,80.21122742,43281,43331,50
12.98472023,80.2231369,44741,44852,111
12.95670986,80.24378204,45981,46052,71
12.95643044,80.24368286,46052,46092,40
12.90108013,80.22796631,46909,47000,91
12.87489986,80.20951843,49308,49500,192
12.9633503,80.24659729,52342,52382,40
12.98338032,80.25244904,52705,52866,161
12.98443985,80.25213623,52927,53037,110
12.98633957,80.25163269,53078,53189,111
13.02388,80.2196579,54500,54540,40
13.02468967,80.21806335,54651,54812,161
13.02484035,80.21949768,54841,54873,32
13.01898956,80.21936035,55024,55074,50
13.00992012,80.21137238,55276,55326,50
13.00961018,80.21115112,55326,55417,91
12.97630024,80.22171021,56648,56708,60
12.95652008,80.24372101,57646,57716,70
12.95635033,80.24372864,57716,57747,31
12.93605995,80.23397827,58120,58180,60
12.90740013,80.22840881,58574,58614,40
12.89256001,80.22744751,58926,58987,61
12.87944031,80.21112061,59965,60016,51
12.89241028,80.22734833,60429,60468,39
12.9004097,80.22786713,60601,60651,50
12.90645981,80.22821045,60832,60913,81
12.97994995,80.25228882,62032,62063,31
12.98134041,80.24291992,62194,62234,40
12.98167038,80.23329163,62394,62426,32
13.00757027,80.20986176,63706,63737,31
13.00983047,80.21134949,64927,64977,50
13.00951958,80.21109772,64977,65027,50
12.99534988,80.21691132,65854,65885,31
12.98696995,80.22302246,66177,66217,40
12.97642994,80.22187042,66540,66601,61
12.97992992,80.25261688,67276,67347,71
12.90682983,80.22831726,68718,68809,91
12.8990097,80.22788239,69021,69061,40
12.89344978,80.22756195,69172,69233,61
12.89266014,80.22746277,69263,69334,71
12.87637997,80.22640991,69606,69646,40
12.87899017,80.21092224,69838,69888,50
