latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.01445961,80.225189209,19,29,
13.0144901276,80.2256393433,86382,86392,
12.9982995987,80.2569580078,12,23,
12.9982595444,80.2567596436,86380,86390,
12.9982795715,80.2565612793,82636,82636,
12.9982700348,80.2567672729,86386,86396,
12.9863996506,80.2587585449,15,25,
12.9865102768,80.2591171265,86388,86398,
12.9975500107,80.2572097778,20,30,
12.9982204437,80.2567977905,86380,86390,
12.9965801239,80.1909408569,16,26,
12.9963998795,80.1917037964,86384,86394,
13.075920105,80.2755584717,15,25,
13.0747995377,80.2756118774,81328,81328,
12.7862596512,80.2217025757,13,23,
13.0142002106,80.2253799438,86382,86392,
12.9968099594,80.1910476685,18,28,
12.9973402023,80.1917419434,86384,86394,
12.9967002869,80.1913604736,17,27,
12.9969596863,80.1912002563,86381,86391,
12.9972200394,80.2568435669,18,28,
13.0588703156,80.262260437,86382,86392,
12.9972496033,80.1917877197,17,27,
12.9964895248,80.1913528442,86381,86391,
13.0759897232,80.2743988037,15,25,
13.076089859,80.2751998901,86382,86392,
13.1199798584,80.2587890625,11,22,
13.1146097183,80.2615890503,86382,86392,
13.0747699738,80.2754898071,12,22,
13.0756902695,80.275352478,86381,86391,
12.9980201721,80.256942749,23387,23397,
12.998339653,80.2569198608,82790,82790,
13.0142698288,80.2256469727,16,26,
13.0145797729,80.2256622314,86353,86364,
12.9981603622,80.2569198608,17,27,
12.9973297119,80.2571182251,86387,86397,
13.0760498047,80.2756881714,2879,2879,
13.0746803284,80.2755203247,84981,84981,
12.986869812,80.2596969604,12,22,
12.9866695404,80.2590408325,86386,86396,
13.05051041,80.20619965,49027.0,49038.0,
13.05041027,80.20626068,86280.0,86280.0,
13.0343599319,80.2054595947,20,30,
13.0341396332,80.2058792114,86382,86392,
12.8987503052,80.1802368164,21,31,
12.9881401062,80.2238006592,86384,86394,
12.9941797256,80.2069778442,11,21,
12.9946699142,80.2066497803,86386,86396,
13.0991401672,80.2414016724,18,28,
13.0985498428,80.2411422729,86379,86390,
12.9870195389,80.2591629028,15,25,
12.9867897034,80.2590408325,86388,86398,
12.9969396591,80.1914215088,17,27,
12.9968595505,80.1915283203,86382,86393,
12.9881496429,80.2236862183,11,21,
12.9881801605,80.2239227295,86386,86396,
13.0265598297,80.2655715942,17,27,
13.0263299942,80.2664489746,86387,86397,
13.0505504608,80.2071990967,13,23,
13.0506801605,80.2064819336,86381,86391,
12.998290062,80.2567825317,11,21,
12.9981203079,80.2563781738,86389,86399,
13.098950386,80.2413330078,16,26,
13.0987195969,80.241317749,86382,86392,
13.0143404007,80.225479126,14,24,
13.0140695572,80.2255477905,86387,86397,
13.0152702332,80.2262802124,13,23,
13.0155801773,80.225402832,86388,86398,
13.0328998566,80.23046875,13,23,
13.0329198837,80.2303619385,86381,86391,
12.9883003235,80.2238616943,13,23,
12.9883298874,80.2237930298,86380,86390,
13.0142402649,80.2254562378,13,23,
13.0143098831,80.2255020142,86388,86398,
13.0262804031,80.266166687,21,31,
13.0263299942,80.2661590576,86381,86391,
13.0758600235,80.2757568359,20,30,
13.0747499466,80.2753829956,86381,86392,
12.9979000092,80.2564620972,11,21,
12.9979000092,80.2564620972,86384,86394,
13.0143995285,80.2256774902,12,22,
13.0146102905,80.225402832,86382,86392,
12.9979801178,80.2567214966,13,23,
12.9982700348,80.2564315796,86381,86391,
12.9975404739,80.2567520142,14,24,
12.9978199005,80.2570037842,86382,86392,
13.0762395859,80.2758483887,13,23,
13.0750198364,80.2749786377,86382,86392,
13.0506296158,80.2065200806,11,21,
13.0501298904,80.2069320679,86380,86390,
12.9982700348,80.2566223145,11,21,
12.9980201721,80.2566375732,86380,86390,
13.0982999802,80.241027832,14,24,
13.0988397598,80.2406463623,86388,86398,
13.0990800858,80.2415618896,19,29,
13.09897995,80.241027832,86382,86392,
12.9977998734,80.2565765381,13,23,
12.9978303909,80.2571563721,86383,86394,
12.9865703583,80.2587814331,12,22,
12.7862195969,80.2217483521,86383,86393,
13.075799942,80.2761993408,18,28,
13.0760402679,80.2756195068,86384,86394,
13.0983896255,80.2407226563,19,30,
13.0988197327,80.2405776978,86380,86390,
13.0754995346,80.275718689,14,24,
13.0757198334,80.2752075195,86382,86392,
13.0769500732,80.2113265991,16,27,
12.9884796143,80.2558364868,86383,86393,
12.9972600937,80.2573165894,13,23,
12.9034404755,80.2280426025,86379,86390,
13.0263004303,80.2656402588,13,23,
13.02643013,80.2663726807,86388,86398,
12.9884796143,80.2237167358,16,26,
12.988120079,80.2238311768,86386,86396,
13.0146903992,80.2254104614,14,24,
13.0141201019,80.2256698608,86389,86399,
12.9982404709,80.2568206787,17,28,
12.9983501434,80.2565765381,86389,86399,
13.1928396225,80.1840515137,12,22,
13.1928396225,80.1840515137,86386,86396,
13.0332298279,80.2305374146,15,26,
13.033200264,80.2305831909,86389,86399,
12.9884195328,80.2239227295,13,23,
12.9884004593,80.2239227295,86384,86394,
12.9866800308,80.2590789795,16,26,
12.9866695404,80.2596130371,86382,86392,
13.0759496689,80.2755432129,18,28,
13.0756998062,80.2745819092,86384,86394,
12.988240242,80.2238998413,13,23,
12.988240242,80.2239532471,86389,86399,
13.0989398956,80.2399215698,20,30,
13.0987997055,80.2409591675,86381,86391,
12.9865703583,80.2590408325,14,25,
12.9864702225,80.2595062256,86385,86396,
13.0141601563,80.2257385254,11,21,
13.0144100189,80.2255401611,86388,86398,
12.9483995438,80.1432723999,12,22,
12.9483995438,80.1432723999,86381,86392,
12.987159729,80.2586364746,19,29,
12.9871101379,80.2585983276,86383,86393,
12.9866199493,80.2586669922,13,23,
12.9869604111,80.2592697144,86387,86397,
