latitude,longitude,Time_Start,Time_Stop,TimeTaken
13.01445961,80.2249908447,16476,16506,30
13.0142202377,80.2261199951,21840,21860,20
13.0082998276,80.2133865356,22125,22145,20
12.9763298035,80.2217407227,22853,22873,20
12.9873800278,80.2588577271,23551,23579,28
12.9872503281,80.2595214844,23662,23682,20
12.9813404083,80.23828125,25047,25067,20
12.9869804382,80.2515182495,26655,26675,20
12.9873199463,80.2593917847,26867,26897,30
12.9872398376,80.2596206665,26908,26928,20
12.9871797562,80.2590866089,27182,27203,21
12.9798698425,80.2525177002,27495,27516,21
12.9813604355,80.242980957,27667,27687,20
12.981590271,80.2334823608,27869,27889,20
12.9807500839,80.2291717529,27980,28001,21
12.9771900177,80.2227096558,28154,28172,18
12.9829797745,80.2219619751,28306,28326,20
12.9865503311,80.2229385376,28396,28417,21
13.0078802109,80.2130813599,28821,28851,30
13.0152397156,80.2247695923,29042,29063,21
13.0247097015,80.2288970947,29256,29286,30
13.0295801163,80.2309036255,31097,31118,21
13.0272903442,80.2329101563,31198,31219,21
13.0231103897,80.2274627686,31340,31360,20
13.0200996399,80.2249603271,31410,31431,21
12.9975404739,80.2162017822,32070,32090,20
12.9765901566,80.221282959,32535,32555,20
12.9783601761,80.225151062,32692,32711,19
12.9812602997,80.2364501953,32985,33005,20
12.9801502228,80.2522583008,33329,33349,20
12.9878902435,80.25390625,33567,33588,21
12.9873800278,80.2590026855,33650,33670,20
12.9803600311,80.2527618408,35004,35024,20
12.9813804626,80.2426528931,35308,35328,20
12.9813804626,80.2399520874,35400,35430,30
12.9975299835,80.2160720825,36318,36338,20
13.0078802109,80.2130737305,36532,36552,20
13.0168104172,80.225189209,36795,36815,20
13.0194101334,80.224319458,36926,36956,30
13.0219497681,80.2261734009,37057,37077,20
13.0221595764,80.2263183594,37088,37108,20
13.0228004456,80.2269134521,37168,37198,30
13.0281600952,80.2309417725,37422,37442,20
13.0342903137,80.2303619385,37715,37745,30
13.0316495895,80.2306365967,37978,38001,23
13.0082197189,80.2133483887,38850,38870,20
12.997420311,80.2162475586,39063,39080,17
12.9872303009,80.2595596313,40812,40842,30
12.9875202179,80.256942749,41136,41156,20
12.9804897308,80.252746582,41358,41378,20
12.9822397232,80.2216186523,42128,42148,20
13.0078496933,80.2130813599,42695,42712,17
13.0192804337,80.224357605,42968,42998,30
13.0282802582,80.2309417725,43241,43271,30
13.0290603638,80.2308807373,43301,43321,20
13.0298595428,80.2308197021,43352,43382,30
13.0349597931,80.2302398682,43563,43583,20
13.0317497253,80.2306518555,43827,43848,21
13.0232696533,80.2275619507,44161,44191,30
12.976360321,80.2216796875,45288,45308,20
12.9877500534,80.2549667358,46035,46055,20
12.9871902466,80.2595291138,46135,46155,20
12.987660408,80.2564163208,46491,46521,30
12.9799995422,80.252746582,46693,46723,30
12.9813604355,80.2427597046,46885,46905,20
12.9772100449,80.2226715088,47360,47380,20
12.98279953,80.2218933105,47492,47512,20
12.9973297119,80.2162399292,47899,47929,30
13.0254001617,80.229888916,48553,48575,22
13.0200300217,80.224861145,49112,49132,20
13.014550209,80.2260665894,49213,49243,30
13.0142202377,80.226020813,50758,50788,30
13.0198497772,80.2247085571,51618,51638,20
13.0143499374,80.2262802124,51708,51729,21
13.011179924,80.2237014771,51849,51872,23
12.9815797806,80.2333221436,54909,54929,20
12.9863901138,80.2229537964,55374,55394,20
13.0289802551,80.2308425903,56327,56347,20
13.0343599319,80.2304229736,56458,56488,30
13.0341501236,80.2304077148,56741,56771,30
13.0296802521,80.2308502197,56862,56883,21
13.0271902084,80.232963562,56963,56993,30
13.0230703354,80.2274475098,57126,57146,20
13.0142202377,80.2263412476,57328,57348,20
13.0083999634,80.2134628296,57631,57651,20
12.9762802124,80.2217102051,58359,58379,20
12.9816904068,80.2305297852,58541,58561,20
12.9801301956,80.2522888184,58874,58894,20
12.9877004623,80.256111145,59198,59228,30
12.9769296646,80.2228622437,61291,61321,30
12.9763002396,80.2217407227,62141,62161,20
12.9813604355,80.2387390137,62435,62455,20
12.9801397324,80.252281189,62617,62636,19
12.9872503281,80.2596435547,63172,63194,22
12.9871301651,80.2591781616,64731,64761,30
12.9873695374,80.2589187622,64771,64788,17
12.9873800278,80.2584991455,64802,64822,20
12.9876003265,80.251701355,65074,65094,20
12.9798698425,80.2523422241,65256,65276,20
12.9813604355,80.2424163818,65459,65479,20
12.9812498093,80.2379608154,65551,65571,20
12.9819498062,80.2325897217,65670,65692,22
12.99036026,80.2204818726,66361,66389,28
12.9947299957,80.2172470093,66482,66502,20
12.9975204468,80.216178894,66552,66573,21
13.0155200958,80.2250595093,67181,67201,20
13.0288095474,80.2309494019,67595,67616,21
13.0304899216,80.2308197021,67717,67747,30
13.034910202,80.2302703857,67989,68011,22
13.0225896835,80.2270202637,69549,69569,20
13.0099601746,80.2266311646,69912,69934,22
13.0118999481,80.2217407227,70035,70055,20
13.0087604523,80.2139511108,70460,70490,30
13.0079298019,80.2132873535,70601,70621,20
12.9968204498,80.2166366577,70976,71006,30
12.9904699326,80.2204666138,71198,71218,20
12.9893798828,80.2214202881,71498,71527,29
12.9888801575,80.2220993042,71570,71598,28
12.9886598587,80.2223205566,71598,71620,22
12.9835596085,80.2224273682,71853,71873,20
